"ID","sM1","sM2","sM3","sM4","AveExpr","F","P.Value","adj.P.Val"
"1628972_at",0.138750541,-0.32733626199999,0.324818238250002,0.0550880154999955,8.013975445625,31.9203457878845,1.19336515903579e-09,7.9339940468106e-07
"1634750_at",0.085035792250002,-0.258400759749991,0.348779894750006,0.0460079542499994,8.13483823245,31.3954367260829,1.42186559101622e-09,8.57810395600616e-07
"1623105_at",0.0854612534999992,-0.337720549999996,0.108180976000003,0.00371912549999731,7.1683771772,31.3866670927117,1.42606224727778e-09,8.57810395600616e-07
"1631670_at",0.0813402350000052,-0.197294242499987,0.312549567500006,0.1035573725,9.469333914025,30.7915027250463,1.74458240459008e-09,1.00170749703554e-06
"1633170_at",0.122628132500001,-0.256743062499991,0.372611972500005,0.108078115,8.911378329775,30.612740055424,1.8546298580567e-09,1.01859497247705e-06
"1637508_at",0.145584253500002,-0.204244773249992,0.299648517000006,-0.00128726125000167,8.98443454485,29.8213744964038,2.44001645319392e-09,1.28426199319774e-06
"1640544_a_at",0.102923203999996,-0.220678250999994,0.340074122250003,0.0483798639999975,7.79732598275,29.0219298986553,3.23864197442751e-09,1.63642101683873e-06
"1624179_at",0.13318812,-0.269354019999993,0.3572078475,0.024041384999995,8.5498440807,28.6016867373312,3.76789626707069e-09,1.83061790944758e-06
"1633810_at",0.141306043249999,-0.196868882749994,0.271428355500003,0.0558783664999964,9.024628008925,27.9957468549461,4.70170459947955e-09,2.12465116556431e-06
"1628459_at",0.171192880000001,-0.180390002499992,0.321295445000008,0.159929099999996,9.869768032625,27.9912598252692,4.70948643411974e-09,2.12465116556431e-06
"1638385_at",0.1458531775,-0.208144562499988,0.348780572500005,0.059599079999999,8.63230610295,27.6838652090362,5.27710614085345e-09,2.29863464728486e-06
"1624099_at",0.0776802210000005,-0.237801804749995,0.269668151750001,0.0577527197499963,7.965288885075,26.1674610249223,9.39207035851056e-09,3.81241300007684e-06
"1625773_at",0.0492974224999987,-0.0887450274999892,0.327705622500005,0.0142165524999989,9.67360628455,26.117168970092,9.57764288502284e-09,3.81241300007684e-06
"1626970_at",0.115413959999998,-0.241783457999993,0.190211730000003,0.0857749824999967,8.7127794947,26.0957716637101,9.6577910071611e-09,3.81241300007684e-06
"1638908_at",0.086761652499999,-0.339233694999993,0.264330542500002,0.0197279074999956,8.28810168105,25.9982288484544,1.00324231431353e-08,3.84028997406318e-06
"1627140_at",-0.0341005280000033,-0.299493789499994,0.156584130500002,-0.090578981000002,7.571600307875,25.5849378889477,1.18026313553565e-08,4.38502468473128e-06
"1636014_at",0.13800780875,-0.198214479249991,0.330370641750005,0.0343502279999974,7.672471526125,25.4507538529102,1.24475379898976e-08,4.49249428252533e-06
"1625467_at",0.0244514000000025,-0.402829646249994,-0.00275003274999674,-0.0636252405,6.57551238565,25.2948278745342,1.32449817952978e-08,4.64751694550561e-06
"1628578_at",0.135451934249998,-0.178730996999993,0.273306076500003,0.00675711074999974,7.12184871295,24.7800061850491,1.62937037752892e-08,5.5627585429582e-06
"1634548_at",0.17132139275,-0.226999490749991,0.315287189500006,0.117347109999999,7.89135873815,24.5816425284882,1.76633207966143e-08,5.8716596921798e-06
"1633266_at",0.0839616049999998,-0.31727223524999,0.259603047500005,0.00302339749999891,8.287681526125,24.1038904353031,2.1498166598123e-08,6.96320103762794e-06
"1623134_at",-0.0643513572500014,0.355684290000005,0.102184587500004,-0.153788634500001,8.08663962185,23.8815839233418,2.35804170477953e-08,7.44669570369376e-06
"1636019_at",0.0823547525000006,-0.258726267499993,0.233000502500001,-0.0215457900000047,8.525517583625,23.3478735260796,2.95207498671171e-08,9.09527103222985e-06
"1639845_at",0.110926945000002,-0.296607679999991,0.323127120000005,0.00884537499999904,8.1732324219,23.0770121379243,3.31361180948956e-08,9.96608199463622e-06
"1625892_a_at",0.204070345000002,-0.177830082499989,0.303711975000004,0.151537947499996,9.652219035775,22.9631422409107,3.4795967745534e-08,1.00187142025312e-05
"1640981_at",0.159342367500005,-0.115677207499989,0.340468090000008,0.106812465,9.7593025474,22.956377254971,3.48973578935538e-08,1.00187142025312e-05
"1634575_at",0.108324680000001,-0.24676539999999,0.306065492500004,0.0253197724999996,8.59594670735,22.6750631227693,3.94086381556647e-08,1.10624426040524e-05
"1640855_at",0.108329581000003,-0.174622913249991,0.344198923000006,0.106625718999998,7.56831208865,22.6012612961097,4.06935247120929e-08,1.11747957426773e-05
"1639410_at",0.186064087499998,-0.0336192774999926,0.321614665000004,0.0935374449999973,10.610380097,22.3497959548448,4.54216100090391e-08,1.22077825028549e-05
"1634099_at",0.401109551000002,0.35210779300001,0.405051972000005,0.175062250999997,9.0843797729,22.280425032006,4.6827726181128e-08,1.23234966066668e-05
"1626055_at",0.0733665580000027,-0.250039046499992,0.136768019500003,-0.031993656750001,6.94667979515,22.0125525932891,5.271383283949e-08,1.33572644553183e-05
"1637804_at",-0.0331066972500023,-0.440497964249996,0.0527461095000006,-0.093661856250002,7.038332263675,22.003892210758,5.29169634857372e-08,1.33572644553183e-05
"1627674_at",0.119732122500001,-0.129651304749994,0.246191888000003,0.073056143249997,7.135205669575,21.961306521525,5.39281576330933e-08,1.33572644553183e-05
"1626196_at",0.215347383999996,-0.133001296249994,0.249478163750004,0.0425502432499965,10.0395440421,21.9062538429306,5.52663325786201e-08,1.34254675602525e-05
"1627138_at",0.139027865000003,-0.243905254499991,0.310720138000008,0.0576265752500014,7.57400398405,21.2706415829152,7.35937294739389e-08,1.72948232501332e-05
"1641362_at",0.10575046025,-0.160281619249993,0.218087919500004,0.0504642752499986,7.7783709061,21.2605505134573,7.39329049641539e-08,1.72948232501332e-05
"1635969_at",0.0794915974999988,-0.0629689824999922,0.406166842500003,0.0459750124999978,9.998891595875,21.0856688937553,8.0086343525357e-08,1.83936489347693e-05
"1636233_at",0.00954075799999821,0.337722681000004,0.0350569067500022,-0.0454959440000033,6.786798996375,21.0239538663874,8.23877111913566e-08,1.85843137101646e-05
"1637713_at",0.0572460297500035,-0.22386698674999,0.226876254000005,0.0304541274999979,7.63726479495,20.9124629562041,8.6727801862526e-08,1.92200981250426e-05
"1629449_at",0.107145954750002,-0.12745095974999,0.316531930500004,0.0954140689999994,7.292533203675,20.8409078010179,8.96426018881304e-08,1.95235404663942e-05
"1636829_at",0.129011767999999,-0.209239495249997,0.240934498000001,0.072771009499994,7.399243775875,20.7481175866435,9.35805308788956e-08,2.00357502722408e-05
"1641563_at",0.236721118,-0.107970076999992,0.239562823250004,0.0602610897499982,10.1423370839,20.6758025253192,9.67786441728487e-08,2.03751305531904e-05
"1636826_at",0.124763172499997,-0.156764482749995,0.313062454250002,0.0301403974999959,8.013733554825,20.411230312681,1.09520944879283e-07,2.2679812716641e-05
