"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008233","peptidase activity","6/17","453/12510",0.0132450331125828,9.74678613167121,6.99488155918681,1.92083169096635e-05,0.000883582577844521,0.000363947057235729,"FBgn0032144/FBgn0028949/FBgn0037678/FBgn0038701/FBgn0051233/FBgn0043470",6
