ID
CG10045
CG10045
CG10063
CG10075
CG10075
CG10092
CG10194
CG10194
CG10279
CG10320
CG10340
CG10340
CG10360
CG10371
CG10371
CG10373
CG10399
CG10406
CG1041
CG10512
CG10527
CG10575
CG10602
CG10603
CG10610
CG10622
CG1065
CG1065
CG10652
CG10655
CG10672
CG10691
CG10731
CG10757
CG10844
CG10877
CG10877
CG1088
CG1090)
CG10914
CG10914
CG10924
CG10932
CG10960
CG10964
CG10992
CG11001
CG11001
CG11015
CG11024
CG11035
CG11035
CG11035
CG11035
CG11064
CG11079
CG11095
CG11110
CG11110
CG1112
CG11129
CG11154
CG11241
CG11267
CG11267
CG11276
CG11314
CG11337
CG1134
CG1134
CG1140
CG11401
CG11423
CG11423
CG11488
CG11562
CG11562
CG11661
CG11669
CG11679
CG11679
CG11739
CG11752
CG11752
CG11771
CG11779
CG11793
CG11793
CG11811
CG11821
CG11825
CG11825
CG11876
CG11876
CG11915
CG11915
CG11963
CG11967
CG12013
CG12013
CG12055
CG12055
CG12079
CG12079
CG12108
CG12120
CG1213
CG12140
CG12151
CG12151
CG12157
CG12157
CG12162
CG12170
CG12171
CG12203
CG12220
CG12233
CG12233
CG12261
CG12355
CG1236
CG1236
CG12373
CG12389
CG12390
CG12390
CG12400
CG12403
CG12413
CG1242
CG1242
CG1242
CG12530
CG12534
CG12582
CG1263
CG12736
CG12740
CG12775
CG12846
CG12848
CG12848
CG12859
CG12921
CG12935
CG12935
CG12954
CG13098
CG13163
CG13163
CG1319
CG1319
CG1320
CG13220
CG13220
CG13240
CG13263
CG13315
CG13315
CG13321
CG13321
CG13340
CG13348
CG13365
CG13365
CG13388
CG13389
CG13392
CG13392
CG13410
CG13422
CG1349
CG1349
CG13533
CG13533
CG13551
CG13608
CG1367
CG13776
CG13850
CG13850
CG13880
CG13887
CG13922
CG14028
CG14048
CG1410
CG14130
CG14130
CG14206
CG14270
CG14270
CG14283
CG14290
CG14291
CG14407
CG14407
CG14413
CG14482
CG14613
CG14613
CG14630
CG14680
CG1469
CG14716
CG14724
CG1475
CG14777
CG14778
CG1478
CG14786
CG14792
CG14816
CG14865
CG14898
CG14898
CG14994
CG14996
CG14997
CG15016
CG15077
CG15096
CG1516
CG1516
CG1524;
CG15261
CG15261
CG1527
CG15304
CG1532
CG15386
CG15434
CG15442
CG1548
CG15653
CG15693
CG15792
CG15848
CG15871
CG15881
CG15908
CG15912
CG15922
CG1599
CG1599
CG1635
CG1635
CG1637
CG1640
CG1648
CG1660
CG1665
CG1673
CG16787
CG1681
CG1683
CG16936
CG16944
CG16944
CG16944
CG16944
CG16944
CG16944
CG16963
CG16963
CG16963
CG16985
CG16985
CG16986
CG1715
CG17166
CG1721
CG17221
CG17242
CG17246
CG1728
CG17280
CG17285
CG17294
CG1732
CG17332
CG17369
CG1742
CG1744
CG1746
CG17472
CG17472
CG1750
CG17508
CG17508?
CG17521
CG17642
CG17654
CG17654
CG17654
CG17673
CG17691
CG17715
CG17734
CG1774
CG1774
CG17759
CG17767
CG1787
CG17870
CG17903
CG17903
CG17927
CG1803
CG1803
CG1814
CG18162
CG1821
CG1824
CG18304
CG18317
CG18317
CG18327
CG18327
CG18347
CG18347
CG18374
CG18466
CG18519
CG18522
CG18594
CG18594
CG18617
CG18769
CG18815
CG1883
CG1907
CG1907
CG1956
CG1956
CG1970
CG1977
CG1977
CG2022
CG2022
CG2033
CG2059
CG2064
CG2064
CG2064
CG2064
CG2076
CG2076
CG2098
CG2101
CG2107
CG2107
CG2118
CG2124
CG2124
CG2135
CG2139
CG2139
CG2139
CG2140
CG2151
CG2210
CG2210
CG2248
CG2249
CG2559
CG2604
CG2658
CG2658
CG2713
CG2767
CG2789
CG2789
CG2794
CG2803
CG2830
CG2852
CG2852
CG2862
CG2934
CG2937
CG2957
CG2960
CG2968
CG2970
CG2970
CG30000
CG30000
CG30005
CG30010
CG30016
CG30016
CG3011
CG30159
CG3017
CG30183
CG30359
CG30373
CG30376
CG30410
CG30415
CG30489
CG30491
CG30493
CG3082
CG3109
CG31126
CG31159
CG31178
CG31196
CG31198
CG31229
CG31233
CG31233
CG31272
CG31278
CG31305
CG3132
CG31322
CG31343
CG3139
CG3140
CG31472
CG31538
CG31548
CG3161
CG31673
CG31680
CG31739
CG3187
CG31873
CG3192
CG3195
CG31991
CG3200
CG3201
CG3201
CG32026
CG32029
CG3203
CG32031
CG32061
CG32061
CG32063
CG32064
CG3214
CG32230
CG32267
CG32267
CG32282
CG3244
CG3244
CG32490
CG3262
CG32638
CG32649
CG32649
CG3267
CG3267
CG3269
CG3269
CG3270
CG3283
CG3283
CG32854
CG32920
CG3301
CG33054
CG33126
CG33170
CG3321
CG33228
CG3337
CG33493
CG33502
CG33503
CG33506
CG3351
CG3364
CG33714
CG33718
CG3379
CG33791
CG3395
CG34085
CG34117
CG34132
CG34132
CG34132
CG34132
CG34148
CG34150
CG34150
CG34172
CG34172
CG3420
CG3420
CG34200
CG34200
CG34228
CG34228
CG34246
CG34246
CG3425
CG3425
CG3433
CG3436
CG34417
CG34417
CG34424
CG3446
CG3446
CG3481
CG3499
CG3523
CG3560
CG3566
CG3603
CG3608
CG3608
CG3612
CG3612
CG3626
CG3633
CG3633
CG3661
CG3663
CG3663
CG3683
CG3683
CG3717
CG3719
CG3719
CG3719
CG3719
CG3725
CG3725
CG3731
CG3731
CG3731
CG3747
CG3751
CG3762
CG3776
CG3782
CG3803
CG3803
CG3835
CG3861
CG3861
CG3869
CG3869
CG3902
CG3922
CG3937
CG3944
CG3961
CG3961
CG3972
CG3989
CG3991
CG3999
CG40002
CG40002
CG40042
CG40049
CG4027
CG4042
CG40451
CG40451
CG40451
CG40451
CG4046
CG40472
CG40625
CG4086
CG4086
CG4087
CG4095
CG4104
CG41128
CG41128
CG4120
CG4147
CG4147
CG4169
CG4169
CG4178
CG4205
CG4207
CG4217
CG4225
CG42307
CG42371
CG42376
CG4241
CG42497
CG42497
CG42518
CG4254
CG4254
CG4264
CG4264
CG4264
CG4264
CG4264
CG4264
CG4264
CG4264
CG4278
CG4307
CG4307
CG4307
CG43322
CG4337
CG4365
CG4389
CG4410
CG4412
CG4439
CG4447
CG4460
CG4463
CG4501
CG4538
CG4538
CG4550
CG4572
CG4581
CG4581
CG4589
CG4589
CG4590
CG4590
CG4592
CG4594
CG4598
CG4600
CG4619
CG4627
CG4627
CG4634
CG4647
CG4647
CG4665
CG4685
CG4685
CG4703
CG4706
CG4742
CG4749
CG4749
CG4750
CG4759
CG4769
CG4769
CG4769
CG4769
CG4784
CG4800
CG4836
CG4860
CG4863
