Accession,Glean.Accession,Annotation.symbol,FlyBase.ID,CG.ID,MF.Ratio,P.value
GLEAN_15303,GLEAN_15303,GA11346,FBgn0071400,CG12024,1.030739668,0.00022561
GLEAN_15304,GLEAN_15304,GA11347,FBgn0071401,CG12025,1.008191712,0.24420174
GLEAN_15306,GLEAN_15306,GA11348,FBgn0071402,CG12026,0.856247633,0
GLEAN_14533,GLEAN_14533,GA11350,FBgn0071404,CG12028,0.867298188,1.37E-10
GLEAN_08977,GLEAN_08977,GA11351,FBgn0071405,CG12030,1.016711246,0.54241808
GLEAN_01624,GLEAN_01624,GA11352,FBgn0071406,CG12031,0.760963943,0
GA11354,,GA11354,FBgn0071408,CG12035,2.43395079,0
GLEAN_07327,GLEAN_07327,GA11354,FBgn0071408,CG12035,1.610155475,0
GLEAN_10004,GLEAN_10004,GA11354,FBgn0071408,CG12035,1.515611509,0
GLEAN_16954,GLEAN_16954,GA11356,FBgn0071410,CG12042,0.797800537,0
GLEAN_19778,GLEAN_19778,GA11360,FBgn0071414,CG12050,0.622135183,0
GLEAN_05179,GLEAN_05179,GA11363,FBgn0071417,CG12054,0.806977302,1.73E-13
GLEAN_00513,GLEAN_00513,GA11364,FBgn0071418,CG12056,0.657699282,2.00E-15
GLEAN_00122,GLEAN_00122,GA11365,FBgn0071419,CG12057,1.04875668,0.0870684
GLEAN_00673,GLEAN_00673,GA11366,FBgn0071420,CG12058,0.805021936,0
GLEAN_01024,GLEAN_01024,GA11369,FBgn0071423,CG12065,0.879710051,6.00E-13
GLEAN_05259,GLEAN_05259,GA11370,FBgn0071424,CG12066,1.711071445,0
GLEAN_05260,GLEAN_05260,GA11372,FBgn0071426,CG12069,2.473750502,0
GLEAN_05246,GLEAN_05246,GA11373,FBgn0071427,CG12070,1.043557431,0.2732613
GLEAN_05255,GLEAN_05255,GA11375,FBgn0071429,CG12072,0.920506619,1.00E-15
GLEAN_09429,GLEAN_09429,GA11379,FBgn0071433,CG12077,0.710940141,0
GLEAN_09019,GLEAN_09019,GA11380,FBgn0071434,CG12079,1.024400598,0.54483928
GLEAN_08028,GLEAN_08028,GA11382,FBgn0071436,CG12081,0.905194673,0
GLEAN_09020,GLEAN_09020,GA11383,FBgn0071437,CG12082,0.863638821,0.000000608
GLEAN_01704,GLEAN_01704,GA11384,FBgn0071438,CG12084,0.976837168,0.0000744
GLEAN_01703,GLEAN_01703,GA11385,FBgn0071439,CG12085,0.759067454,0
GLEAN_01616,GLEAN_01616,GA11386,FBgn0071440,CG12086,0.912628745,0.00000144
GLEAN_01615,GLEAN_01615,GA11387,FBgn0071441,CG12090,0.895707754,4.96E-13
GLEAN_01613,GLEAN_01613,GA11388,FBgn0071442,CG12091,0.967571379,0.000000858
GLEAN_01315,GLEAN_01315,GA11389,FBgn0071443,CG12092,1.000159437,0.98469485
GLEAN_11445,GLEAN_11445,GA11390,FBgn0071444,CG12093,0.737594601,0
GLEAN_15311,GLEAN_15311,GA11393,FBgn0071447,CG12099,1.083575741,5.57E-08
GLEAN_09007,GLEAN_09007,GA11397,FBgn0071451,CG12104,0.932386486,1.88E-10
GLEAN_00514,GLEAN_00514,GA11399,FBgn0071453,CG12106,0.59279287,0
GLEAN_16944,GLEAN_16944,GA11400,FBgn0071454,CG12107,0.822792187,2.10E-14
GLEAN_00278,GLEAN_00278,GA11401,FBgn0071455,CG12108,1.002296951,0.86184749
GLEAN_00283,GLEAN_00283,GA11402,FBgn0071456,CG12109,0.774855931,0
GLEAN_18943,GLEAN_18943,GA11404,FBgn0071458,CG12110,0.923766415,1.30E-14
GLEAN_00119,GLEAN_00119,GA11405,FBgn0071459,CG12111,1.303508509,0.01035939
GLEAN_08042,GLEAN_08042,GA11407,FBgn0071461,CG12113,0.759488487,0
GLEAN_05517,GLEAN_05517,GA11408,FBgn0071462,CG12114,0.919932556,4.52E-10
GLEAN_00548,GLEAN_00548,GA11410,FBgn0071464,CG12116,1.131314463,0.000000044
GLEAN_00549,GLEAN_00549,GA11411,FBgn0071465,CG12117,0.689107039,1.17E-13
GLEAN_01025,GLEAN_01025,GA11412,FBgn0071466,CG12118,0.986266885,0.33399539
GLEAN_13427,GLEAN_13427,GA11413,FBgn0071467,CG12119,1.011586718,0.19124664
GLEAN_09249,GLEAN_09249,GA11414,FBgn0071468,CG1212,0.991029563,0.59834329
GLEAN_00837,GLEAN_00837,GA11415,FBgn0071469,CG12120,1.187395047,3.39E-11
GLEAN_00834,GLEAN_00834,GA11418,FBgn0071472,CG12124,0.90450476,1.28E-11
GLEAN_17307,GLEAN_17307,GA11420,FBgn0071474,CG12126,3.635364441,0
GLEAN_00833,GLEAN_00833,GA11421,FBgn0071475,CG12127,0.843406473,0
GLEAN_16983,GLEAN_16983,GA11422,FBgn0071476,CG12128,0.459966278,0
GLEAN_17974,GLEAN_17974,GA11423,FBgn0071477,CG12129,0.960368507,0.00251546
GLEAN_04116,GLEAN_04116,GA11424,FBgn0071478,CG1213,2.950173905,0
GLEAN_13469,GLEAN_13469,GA11427,FBgn0071479,CG12132,0.775393206,0
GLEAN_13466,GLEAN_13466,GA11429,FBgn0071480,CG12135,0.717325588,5.81E-13
GLEAN_13462,GLEAN_13462,GA11430,FBgn0071481,CG34352,0.999009291,0.90972898
GLEAN_16617,GLEAN_16617,GA11432,FBgn0071483,CG12140,0.649949711,0
GLEAN_11894,GLEAN_11894,GA11433,FBgn0071484,CG12141,0.303885554,0
GLEAN_17583,GLEAN_17583,GA11434,FBgn0071485,CG12142,1.026653964,0.02445352
GLEAN_17587,GLEAN_17587,GA11435,FBgn0071486,CG12143,1.709885831,0
GLEAN_12525,GLEAN_12525,GA11437,FBgn0071488,CG12149,0.647341993,0
GLEAN_00087,GLEAN_00087,GA11438,FBgn0071489,CG12151,0.721514353,0
GLEAN_01452,GLEAN_01452,GA11439,FBgn0071490,CG12153,0.754817617,0
GLEAN_01453,GLEAN_01453,GA11441,FBgn0071492,CG12155,0.76530143,0
GLEAN_01454,GLEAN_01454,GA11442,FBgn0071493,CG12156,0.887303768,1.70E-14
GLEAN_01455,GLEAN_01455,GA11443,FBgn0071494,CG12157,0.897821158,8.63E-08
GLEAN_18587,GLEAN_18587,GA11444,FBgn0071495,CG12159,1.011327315,0.58723724
GLEAN_03783,GLEAN_03783,GA11446,FBgn0071497,CG12162,1.817682221,1.79E-13
GLEAN_06328,GLEAN_06328,GA11451,FBgn0071502,CG12171,0.961440845,0.00000289
GLEAN_06611,GLEAN_06611,GA11453,FBgn0071504,CG12173,0.995185244,0.78421839
GLEAN_08019,GLEAN_08019,GA11455,FBgn0071506,CG12176,0.947586795,5.90E-14
GLEAN_00669,GLEAN_00669,GA11456,FBgn0071507,CG12177,1.889101214,0.000000532
GLEAN_07529,GLEAN_07529,GA11457,FBgn0071508,CG12178,0.918912883,5.40E-14
GLEAN_06340,GLEAN_06340,GA11459,FBgn0071510,CG1218,0.523913303,0
GLEAN_01748,GLEAN_01748,GA11461,FBgn0071512,CG12182,1.025629739,0.0005987
GLEAN_01745,GLEAN_01745,GA11463,FBgn0071514,CG12186,0.90331433,0
GLEAN_08978,GLEAN_08978,GA11465,FBgn0071516,CG12189,0.862502175,0
GLEAN_17823,GLEAN_17823,GA11466,FBgn0071517,CG12190,0.848743191,0
GLEAN_02680,GLEAN_02680,GA11470,FBgn0071521,CG12194,0.783442881,0
GLEAN_13324,GLEAN_13324,GA11473,FBgn0071524,CG12202,0.469240681,0
GLEAN_12703,GLEAN_12703,GA11474,FBgn0071525,CG12203,1.063499975,0.00000792
GLEAN_06048,GLEAN_06048,GA11477,FBgn0071528,CG12207,1.218072495,1.49E-13
GLEAN_09225,GLEAN_09225,GA11479,FBgn0071530,CG1221,1.053397543,0.0000148
GLEAN_16908,GLEAN_16908,GA11480,FBgn0071531,CG12210,0.839265976,4.76E-09
GLEAN_03715,GLEAN_03715,GA11482,FBgn0071533,CG12213,0.940728293,0.00429801
GLEAN_16914,GLEAN_16914,GA11483,FBgn0071534,CG12214,1.942345706,0
GLEAN_13410,GLEAN_13410,GA11484,FBgn0071535,CG12217,0.835782815,9.71E-13
GLEAN_00120,GLEAN_00120,GA11485,FBgn0071536,CG12218,1.062181274,0.00583763
GLEAN_05516,GLEAN_05516,GA11487,FBgn0071538,CG12220,0.643093316,0
GLEAN_01332,GLEAN_01332,GA11488,FBgn0071539,CG12223,0.460700159,1.00E-15
GLEAN_01382,GLEAN_01382,GA11490,FBgn0071541,CG12225,0.644208678,0.000000214
GLEAN_15504,GLEAN_15504,GA11492,FBgn0071543,CG12229,1.454476513,0
GLEAN_00040,GLEAN_00040,GA11493,FBgn0071544,CG12230,0.670681634,0
GLEAN_13321,GLEAN_13321,GA11495,FBgn0071546,CG12233,0.97171827,0.20567812
GLEAN_12683,GLEAN_12683,GA11497,FBgn0071548,CG12235,0.710644531,0
GLEAN_13339,GLEAN_13339,GA11499,FBgn0071550,CG12237,0.833237688,0
GLEAN_12889,GLEAN_12889,GA11501,FBgn0071552,CG12239,1.408539478,0
GLEAN_06862,GLEAN_06862,GA11502,FBgn0071553,CG12241,0.929353908,0.0000103
GLEAN_13481,GLEAN_13481,GA11504,FBgn0071555,CG12244,0.60023527,0
GLEAN_09231,GLEAN_09231,GA11507,FBgn0071558,CG1225,1.046861075,0.17944497
GLEAN_03795,GLEAN_03795,GA11508,FBgn0071559,CG12250,2.942005615,0
GLEAN_16932,GLEAN_16932,GA11509,FBgn0071560,CG12251,1.571345033,0
GLEAN_18870,GLEAN_18870,GA11510,FBgn0071561,CG12252,1.355570363,4.67E-12
GLEAN_19233,GLEAN_19233,GA11511,FBgn0071562,CG12253,0.547071005,0
GLEAN_04363,GLEAN_04363,GA11514,FBgn0071565,CG12259,0.718669318,0
GLEAN_05499,GLEAN_05499,GA11515,FBgn0071566,CG12261,0.672217497,0
GLEAN_15085,GLEAN_15085,GA11516,FBgn0071567,CG12262,0.474605262,0
GLEAN_18446,GLEAN_18446,GA11517,FBgn0071568,CG12263,0.783931771,1.00E-15
GLEAN_03135,GLEAN_03135,GA11518,FBgn0071569,CG12264,0.890445982,0.0000907
GLEAN_04673,GLEAN_04673,GA11519,FBgn0071570,CG12265,0.87206042,8.68E-09
GLEAN_04674,GLEAN_04674,GA11519,FBgn0071570,CG12265,0.69341935,1.80E-14
GLEAN_05594,GLEAN_05594,GA11520,FBgn0071571,CG12267,0.549236725,0
GLEAN_04237,GLEAN_04237,GA11521,FBgn0071572,CG12268,1.348074287,0
GLEAN_04182,GLEAN_04182,GA11522,FBgn0071573,CG12269,1.026924416,0.00139181
GLEAN_03455,GLEAN_03455,GA11523,FBgn0071574,CG1227,0.719616414,0
GLEAN_09460,GLEAN_09460,GA11524,FBgn0071575,CG12272,0.79454454,0
GLEAN_04825,GLEAN_04825,GA11527,FBgn0071578,CG12276,0.598407433,0
GLEAN_04483,GLEAN_04483,GA11529,FBgn0071580,CG12279,1.189949212,8.06E-09
GLEAN_09427,GLEAN_09427,GA11530,FBgn0071581,CG1228,0.706861759,0
GLEAN_15091,GLEAN_15091,GA11532,FBgn0071583,CG12284,0.789658074,1.70E-14
GLEAN_05908,GLEAN_05908,GA11533,FBgn0071584,CG12286,0.884356519,0
GLEAN_02669,GLEAN_02669,GA11534,FBgn0071585,CG12287,0.992363103,0.93104289
GLEAN_03935,GLEAN_03935,GA11536,FBgn0071587,CG12290,1.07467468,1.95E-09
GLEAN_10586,GLEAN_10586,GA11537,FBgn0071588,CG12292,0.90331433,2.00E-15
GLEAN_04097,GLEAN_04097,GA11540,FBgn0071591,CG12297,0.863519104,6.10E-14
GLEAN_14960,GLEAN_14960,GA11542,FBgn0071593,CG12301,0.463808125,0
GLEAN_14961,GLEAN_14961,GA11544,FBgn0071595,CG12304,0.721564367,0
GLEAN_15121,GLEAN_15121,GA11545,FBgn0071596,CG12306,0.637368666,2.14E-13
GLEAN_16270,GLEAN_16270,GA11547,FBgn0071598,CG12309,2.235503803,0
GLEAN_09227,GLEAN_09227,GA11549,FBgn0071600,CG12313,2.743656746,0
GLEAN_02898,GLEAN_02898,GA11550,FBgn0071601,CG12314,0.585686278,0
GLEAN_15001,GLEAN_15001,GA11551,FBgn0071602,CG12316,0.595923894,0
GLEAN_07570,GLEAN_07570,GA11552,FBgn0071603,CG12317,0.800459325,0
GLEAN_09851,GLEAN_09851,GA11553,FBgn0071604,CG1232,1.175602229,2.00E-15
GLEAN_06453,GLEAN_06453,GA11554,FBgn0071605,CG12320,0.735654363,0
GLEAN_03298,GLEAN_03298,GA11555,FBgn0071606,CG12321,1.296929448,3.80E-14
GLEAN_16276,GLEAN_16276,GA11556,FBgn0071607,CG12323,0.696067924,5.18E-11
GLEAN_16277,GLEAN_16277,GA11557,FBgn0071608,CG12325,0.616127143,0
GLEAN_14992,GLEAN_14992,GA11558,FBgn0071609,CG12327,1.242288282,0
GLEAN_01617,GLEAN_01617,GA11559,FBgn0071610,CG1233,0.853107824,0
GLEAN_05446,GLEAN_05446,GA11560,FBgn0071611,CG12330,1.092929241,0.0000188
GLEAN_05978,GLEAN_05978,GA11561,FBgn0071612,CG12333,1.018206373,0.01996446
GLEAN_14015,GLEAN_14015,GA11561,FBgn0071612,CG12333,1.175276328,4.54E-08
GLEAN_18769,GLEAN_18769,GA11563,FBgn0071614,CG12338,1.393584034,9.82E-13
GLEAN_03456,GLEAN_03456,GA11564,FBgn0071615,CG1234,0.383447243,0
GLEAN_18764,GLEAN_18764,GA11566,FBgn0071617,CG12341,0.82205111,7.58E-10
GLEAN_18763,GLEAN_18763,GA11567,FBgn0071618,CG12342,0.979902423,0.00001028
GLEAN_18761,GLEAN_18761,GA11568,FBgn0071619,CG12343,0.570579571,0
GLEAN_04486,GLEAN_04486,GA11570,FBgn0071621,CG12345,1.1045816,1.73E-09
GLEAN_16830,GLEAN_16830,GA11571,FBgn0071622,CG12346,0.586986814,0
GLEAN_18644,GLEAN_18644,GA11574,FBgn0071625,CG12350,1.536342633,8.20E-14
GLEAN_16450,GLEAN_16450,GA11576,FBgn0071627,CG12352,0.462395736,0
GLEAN_07031,GLEAN_07031,GA11577,FBgn0071628,CG12357,0.859696895,1.78E-10
GLEAN_04433,GLEAN_04433,GA11578,FBgn0071629,CG12358,1.183204956,4.50E-14
GLEAN_06334,GLEAN_06334,GA11580,FBgn0071631,CG1236,0.778246992,0
GLEAN_15308,GLEAN_15308,GA11582,FBgn0071633,CG42234,1.008946726,0.22856351
GLEAN_15482,GLEAN_15482,GA11583,FBgn0071634,CG12362,1.402499251,0
GLEAN_17518,GLEAN_17518,GA11585,FBgn0071636,CG12367,1.019802656,0.00480035
GLEAN_18640,GLEAN_18640,GA11586,FBgn0071637,CG12369,0.86298058,0
GLEAN_18877,GLEAN_18877,GA11587,FBgn0071638,CG12370,1.014697713,0.32950194
GLEAN_17338,GLEAN_17338,GA11588,FBgn0071639,CG12372,0.441412687,0
GLEAN_16592,GLEAN_16592,GA11589,FBgn0071640,CG12373,0.61890934,0
GLEAN_18692,GLEAN_18692,GA11590,FBgn0071641,CG12374,2.79026085,0
GA11591,,GA11591,FBgn0071642,CG12375,0.634943445,0
GLEAN_13662,GLEAN_13662,GA11591,FBgn0071642,CG12375,0.631388549,0
GLEAN_18624,GLEAN_18624,GA11592,FBgn0071643,CG12376,1.417452117,0
GLEAN_13484,GLEAN_13484,GA11595,FBgn0071646,CG12379,0.865076726,1.62E-08
GLEAN_16402,GLEAN_16402,GA11596,FBgn0071647,CG12384,0.53362568,0
GLEAN_16406,GLEAN_16406,GA11597,FBgn0071648,CG12385,1.905540142,0
GLEAN_16407,GLEAN_16407,GA11598,FBgn0071649,CG12386,1.133905177,0.000000395
GLEAN_16408,GLEAN_16408,GA11599,FBgn0071650,CG12387,1.025601303,0.00896017
GLEAN_16412,GLEAN_16412,GA11601,FBgn0071652,CG12389,0.890384263,0.00082894
GLEAN_06333,GLEAN_06333,GA11602,FBgn0071653,CG1239,0.61301743,0
GLEAN_16596,GLEAN_16596,GA11603,FBgn0071654,CG12390,0.836188438,0
GLEAN_18983,GLEAN_18983,GA11604,FBgn0071655,CG12391,0.581640648,0
GLEAN_19456,GLEAN_19456,GA11605,FBgn0071656,CG12393,0.665080096,0
GLEAN_19624,GLEAN_19624,GA11606,FBgn0071657,CG12396,0.679054842,0
GLEAN_12665,GLEAN_12665,GA11607,FBgn0071658,CG12398,0.629378587,0
GLEAN_11466,GLEAN_11466,GA11609,FBgn0071660,CG1240,0.548019829,0
GLEAN_10633,GLEAN_10633,GA11610,FBgn0071661,CG12400,1.341921241,0.00000202
GLEAN_10531,GLEAN_10531,GA11612,FBgn0071663,CG12403,1.087337643,0.00170565
GLEAN_10532,GLEAN_10532,GA11613,FBgn0071664,CG12404,0.977013228,0.000000121
GLEAN_18054,GLEAN_18054,GA11614,FBgn0071665,CG12405,1.245219436,5.74E-08
GA11615,,GA11615,FBgn0071666,CG12408,1.525836099,1.00E-15
GLEAN_12174,GLEAN_12174,GA11615,FBgn0071666,CG12408,1.485346994,0
GLEAN_11467,GLEAN_11467,GA11616,FBgn0071667,CG1241,0.711087992,0
GLEAN_00798,GLEAN_00798,GA11617,FBgn0071668,CG12410,1.018389888,0.04349477
GA11619,,GA11619,FBgn0071670,CG12414,1.000762753,0.89500422
GLEAN_12179,GLEAN_12179,GA11619,FBgn0071670,CG12414,1.000963939,0.97641608
GLEAN_12180,GLEAN_12180,GA11619,FBgn0071670,CG12414,1.042740378,0.000000189
GLEAN_18577,GLEAN_18577,GA11625,FBgn0071675,CG12424,0.703342841,4.00E-15
GLEAN_04915,GLEAN_04915,GA11629,FBgn0071679,CG12428,0.742107452,0
GLEAN_08437,GLEAN_08437,GA11633,FBgn0071683,CG12437,1.023485029,0.35285178
GLEAN_08326,GLEAN_08326,GA11634,FBgn0071684,CG12438,1.14504159,1.40E-14
GLEAN_08464,GLEAN_08464,GA11635,FBgn0071685,CG12439,1.514141463,0
GLEAN_01589,GLEAN_01589,GA11636,FBgn0071686,CG1244,0.821937158,0
GLEAN_16589,GLEAN_16589,GA11638,FBgn0071688,CG12442,1.500662968,1.00E-15
GLEAN_16203,GLEAN_16203,GA11640,FBgn0071690,CG12444,1.001581625,0.93880533
GLEAN_10830,GLEAN_10830,GA11642,FBgn0071692,CG12448,1.246774022,1.00E-15
GLEAN_10844,GLEAN_10844,GA11645,FBgn0071695,CG12455,1.122487983,1.11E-08
GLEAN_01591,GLEAN_01591,GA11646,FBgn0071696,CG1246,1.155966829,5.22E-11
GLEAN_01050,GLEAN_01050,GA11651,FBgn0071701,CG12470,4.274038785,0
GLEAN_06243,GLEAN_06243,GA11659,FBgn0071709,CG1249,0.491308124,0
GLEAN_11763,GLEAN_11763,GA11663,FBgn0071713,CG33950,0.873694007,0.00000341
GLEAN_00914,GLEAN_00914,GA11664,FBgn0071714,CG12498,1.175765214,5.00E-15
GLEAN_06111,GLEAN_06111,GA11665,FBgn0071715,CG12499,0.594438721,0
GLEAN_15393,GLEAN_15393,GA11667,FBgn0071717,CG12502,0.957809068,0.48717274
GLEAN_10374,GLEAN_10374,GA11671,FBgn0071721,CG12511,2.038912693,0
GLEAN_05734,GLEAN_05734,GA11672,FBgn0071722,CG12516,1.433657096,0
GLEAN_19537,GLEAN_19537,GA11673,FBgn0071723,CG12517,0.853521855,0
GLEAN_00819,GLEAN_00819,GA11679,FBgn0071729,CG12529,1.246687605,6.74E-11
GLEAN_00821,GLEAN_00821,GA11680,FBgn0071730,CG12530,0.736266517,3.60E-14
GLEAN_01173,GLEAN_01173,GA11682,FBgn0071732,CG12532,0.773836133,0.0005827
GLEAN_01178,GLEAN_01178,GA11683,FBgn0071733,CG12534,1.157570451,4.02E-11
GLEAN_04953,GLEAN_04953,GA11693,FBgn0071743,CG12558,1.54735047,0
GLEAN_03435,GLEAN_03435,GA11698,FBgn0071748,CG1257,1.403471726,7.70E-14
GLEAN_13083,GLEAN_13083,GA11699,FBgn0071749,CG12576,0.778300937,0
GLEAN_09857,GLEAN_09857,GA11700,FBgn0071750,CG1258,0.701687224,0
GLEAN_03558,GLEAN_03558,GA11702,FBgn0071752,CG12582,0.839673289,0
GLEAN_03749,GLEAN_03749,GA11706,FBgn0071756,CG12590,1.085756056,7.23E-13
GLEAN_03750,GLEAN_03750,GA11707,FBgn0071757,CG12591,1.24478795,0
GLEAN_03507,GLEAN_03507,GA11710,FBgn0071760,CG12594,0.948145255,1.45E-12
GLEAN_13264,GLEAN_13264,GA11711,FBgn0071761,CG12598,0.869465085,2.59E-08
GLEAN_02627,GLEAN_02627,GA11714,FBgn0071764,CG12602,1.086960866,4.26E-09
GLEAN_09291,GLEAN_09291,GA11715,FBgn0071765,CG12605,1.295042999,0
GLEAN_00060,GLEAN_00060,GA11717,FBgn0071767,CG12608,0.500797755,0
GLEAN_10702,GLEAN_10702,GA11720,FBgn0071770,CG12617,1.299088755,0
GLEAN_01582,GLEAN_01582,GA11728,FBgn0071778,CG1263,0.485451812,0
GA11736,,GA11736,FBgn0071785,CG12643,0.985057606,0.00637056
GLEAN_07809,GLEAN_07809,GA11736,FBgn0071785,CG12643,0.989204015,0.01411754
GLEAN_09858,GLEAN_09858,GA11737,FBgn0071786,CG1265,1.023052371,0.04095619
GLEAN_01227,GLEAN_01227,GA11740,FBgn0071789,CG12655,0.99833437,0.72760212
GLEAN_08022,GLEAN_08022,GA11742,FBgn0071791,CG12659,0.69380397,0
GLEAN_01204,GLEAN_01204,GA11746,FBgn0071795,CG12664,0.720165304,0
GLEAN_12559,GLEAN_12559,GA11747,FBgn0071796,CG12665,1.030989757,0.00262626
GLEAN_09741,GLEAN_09741,GA11749,FBgn0071798,CG12673,1.002102443,0.76520945
GLEAN_02345,GLEAN_02345,GA11750,FBgn0071799,CG12676,0.73285516,0
GLEAN_00204,GLEAN_00204,GA11752,FBgn0071801,CG34358,0.964952612,0.00383916
GLEAN_09860,GLEAN_09860,GA11753,FBgn0071802,CG1268,1.16764361,0
GLEAN_01186,GLEAN_01186,GA11754,FBgn0071803,CG12680,1.139420288,0
GLEAN_00198,GLEAN_00198,GA11761,FBgn0071810,CG12698,1.176417377,0
GLEAN_01230,GLEAN_01230,GA11764,FBgn0071813,CG12702,0.828170661,0.00000341
GLEAN_00296,GLEAN_00296,GA11765,FBgn0071814,CG12703,0.726130119,1.00E-15
GLEAN_09593,GLEAN_09593,GA11767,FBgn0071816,CG1271,1.274737331,4.10E-14
GLEAN_11965,GLEAN_11965,GA11771,FBgn0071820,CG12716,0.933705832,3.36E-13
GLEAN_12645,GLEAN_12645,GA11774,FBgn0071823,CG34359,0.590250801,5.00E-14
GLEAN_12472,GLEAN_12472,GA11776,FBgn0071825,CG12730,1.014064909,0.00165769
GLEAN_14682,GLEAN_14682,GA11778,FBgn0071827,CG12734,0.788892157,0
GLEAN_18522,GLEAN_18522,GA11779,FBgn0071828,CG12736,0.917194749,0
GLEAN_15560,GLEAN_15560,GA11781,FBgn0071830,CG1274,1.032785034,0.05582276
GLEAN_09559,GLEAN_09559,GA11782,FBgn0071831,CG12740,0.570777354,0
GLEAN_18980,GLEAN_18980,GA11784,FBgn0071833,CG12744,0.482165389,0
GLEAN_03790,GLEAN_03790,GA11785,FBgn0071834,CG12746,0.833237688,2.38E-13
GLEAN_14207,GLEAN_14207,GA11787,FBgn0071836,CG1275,0.689728268,0
GLEAN_17509,GLEAN_17509,GA11789,FBgn0071838,CG12752,0.767373048,0
GLEAN_06660,GLEAN_06660,GA11790,FBgn0071839,CG12753,0.983945286,0.20690945
GLEAN_15458,GLEAN_15458,GA11793,FBgn0071842,CG12756,0.85660381,0
GLEAN_17960,GLEAN_17960,GA11794,FBgn0071843,CG12758,1.100836339,0.00317723
GLEAN_18284,GLEAN_18284,GA11795,FBgn0071844,CG12759,0.756703488,0
GLEAN_09510,GLEAN_09510,GA11796,FBgn0071845,CG1276,0.519609603,0
GLEAN_17956,GLEAN_17956,GA11797,FBgn0071846,CG12763,0.935441929,0.01702619
GLEAN_17633,GLEAN_17633,GA11798,FBgn0071847,CG12765,0.830239801,0
GLEAN_18006,GLEAN_18006,GA11800,FBgn0071849,CG12767,0.816372788,1.00E-15
GLEAN_17019,GLEAN_17019,GA11803,FBgn0071852,CG12770,0.87393628,9.67E-12
GLEAN_01246,GLEAN_01246,GA11804,FBgn0071853,CG12772,0.776468875,0
GLEAN_13290,GLEAN_13290,GA11805,FBgn0071854,CG12773,0.845689517,4.00E-15
GLEAN_10174,GLEAN_10174,GA11806,FBgn0071855,CG12775,0.644164026,1.00E-15
GLEAN_17283,GLEAN_17283,GA11807,FBgn0071856,CG12780,3.300992819,0
GLEAN_18295,GLEAN_18295,GA11808,FBgn0071857,CG12781,1.108416429,0.00000605
GLEAN_05567,GLEAN_05567,GA11809,FBgn0071858,CG12783,1.061673384,0.5396538
GLEAN_06670,GLEAN_06670,GA11810,FBgn0071859,CG12785,0.557251307,0
GLEAN_02804,GLEAN_02804,GA11811,FBgn0071860,CG12787,0.77362161,0
GLEAN_18467,GLEAN_18467,GA11814,FBgn0071863,CG12792,0.462491899,0
GLEAN_17257,GLEAN_17257,GA11817,FBgn0071866,CG12797,0.749655671,0
GLEAN_04757,GLEAN_04757,GA11819,FBgn0071868,CG12800,1.078256191,0.0000153
GLEAN_05559,GLEAN_05559,GA11824,FBgn0071873,CG12811,0.67952569,0
GLEAN_05558,GLEAN_05558,GA11825,FBgn0071874,CG12812,0.838161407,6.40E-13
GLEAN_05557,GLEAN_05557,GA11826,FBgn0071875,CG12813,1.154285418,1.50E-14
GLEAN_04680,GLEAN_04680,GA11828,FBgn0071877,CG34107,1.972602135,0
GLEAN_04692,GLEAN_04692,GA11830,FBgn0071879,CG12818,0.886750412,0.00000334
GLEAN_04693,GLEAN_04693,GA11831,FBgn0071880,CG12819,0.703976903,1.61E-12
GLEAN_16455,GLEAN_16455,GA11834,FBgn0071883,CG12822,0.814789899,4.00E-15
GLEAN_17266,GLEAN_17266,GA11836,FBgn0071885,CG12825,1.272530293,3.29E-13
GLEAN_17381,GLEAN_17381,GA11838,FBgn0071887,CG12831,1.649467097,1.00E-15
GLEAN_17382,GLEAN_17382,GA11839,FBgn0071888,CG12832,1.127400412,1.00E-14
GLEAN_17593,GLEAN_17593,GA11842,FBgn0071891,CG12836,1.173973628,0
GLEAN_17592,GLEAN_17592,GA11844,FBgn0071893,CG12838,1.023144562,0.00000036
GLEAN_17591,GLEAN_17591,GA11845,FBgn0071894,CG12839,1.058168957,4.28E-10
GLEAN_17589,GLEAN_17589,GA11846,FBgn0071895,CG12840,1.084552582,1.93E-12
GLEAN_17584,GLEAN_17584,GA11849,FBgn0071898,CG12844,1.155726478,2.13E-09
GLEAN_17582,GLEAN_17582,GA11850,FBgn0071899,CG12845,0.896142459,2.13E-11
GLEAN_17579,GLEAN_17579,GA11851,FBgn0071900,CG12846,1.314487115,3.23E-13
GLEAN_17578,GLEAN_17578,GA11852,FBgn0071901,CG12847,1.227565495,0
GLEAN_18374,GLEAN_18374,GA11853,FBgn0071902,CG12848,1.046251724,0.02820609
GLEAN_17642,GLEAN_17642,GA11855,FBgn0071904,CG12851,0.846393234,0
GLEAN_17697,GLEAN_17697,GA11858,FBgn0071907,CG12855,0.833006697,0
GLEAN_17047,GLEAN_17047,GA11860,FBgn0071909,CG12857,1.82829643,0
GLEAN_17919,GLEAN_17919,GA11862,FBgn0071911,CG12859,1.243666788,5.44E-11
GLEAN_17059,GLEAN_17059,GA11863,FBgn0071912,CG12860,1.194163187,1.00E-15
GLEAN_17060,GLEAN_17060,GA11864,FBgn0071913,CG12861,1.358392125,0
GLEAN_17063,GLEAN_17063,GA11866,FBgn0071915,CG12864,0.652929894,0
