ID,GAnumber,Average.intensity,log2,t,adj.p.value
GLEAN_03601,GA16770,11.25742356,0.30131844,7.845797689,1.27E-06
GLEAN_13451,GA23066,9.481313519,0.301634673,3.707636118,0.010202756
GLEAN_03717,GA19879,9.351540939,0.301967278,3.216964807,0.026282689
GLEAN_16858,GA18060,15.6529131,0.302428413,3.309816174,0.022056063
GLEAN_04938,GA26793,9.723349086,0.302654824,3.842300767,0.007877054
GLEAN_14784,GA10250,11.94430134,0.303376018,6.384408489,3.27E-05
GLEAN_04585,GA17389,5.992809073,0.303904719,3.205081216,0.026780572
GLEAN_04915,GA11629,10.54893421,0.30391241,4.74192697,0.00128783
GLEAN_04042,GA11175,11.2106977,0.304189768,5.23261618,0.0004446
GLEAN_09001,GA12634,9.267192004,0.304308877,4.409790771,0.002592296
GLEAN_05854,GA22042,12.86423227,0.304421681,3.970247592,0.006252824
GLEAN_09629,GA16669,6.678196408,0.304957378,4.103053814,0.004814412
GLEAN_00218,GA25702,5.503570243,0.305305477,3.1691044,0.028423879
GLEAN_15232,GA21211,8.373416646,0.306212808,4.812722221,0.001116281
GLEAN_06995,GA18346,7.470280522,0.30687469,3.582738077,0.012967378
GLEAN_19355,GA21871,13.08496787,0.306931411,5.190320077,0.000489861
GLEAN_10472,GA16367,10.76598549,0.306986862,3.789718086,0.008702959
GLEAN_06285,GA11176,8.673234125,0.307353988,3.396685269,0.018669205
GLEAN_00902,GA15433,10.53880084,0.307613746,4.976661634,0.000786988
GLEAN_13455,GA23069,5.641630823,0.307676536,3.246964312,0.024858553
GLEAN_09234,GA14626,8.960496928,0.307849982,2.893644576,0.04669514
GLEAN_10947,GA29092,6.605547349,0.308231923,4.022350981,0.005640849
GLEAN_17315,GA18638,11.34343774,0.308307233,4.623581658,0.001675354
GLEAN_01042,GA13978,9.854329696,0.308334004,4.433397117,0.002455836
GLEAN_06410,GA19111,5.584249184,0.309024142,4.547903548,0.001973821
GLEAN_04802,GA26748,10.13306339,0.309121034,6.560303795,2.15E-05
GLEAN_02435,GA17722,9.384499117,0.309349281,2.897916554,0.046398424
GLEAN_03368,GA18481,9.969090692,0.309361215,5.517734347,0.000237785
GLEAN_13893,GA23256,8.436369852,0.309577791,4.440529122,0.002443028
GLEAN_01452,GA11439,10.29986431,0.30958143,6.81519883,1.34E-05
GLEAN_03585,GA13146,13.2308178,0.309668893,6.012252028,7.71E-05
GLEAN_09233,GA28393,8.787729181,0.30972772,3.627049784,0.011951577
GLEAN_06266,GA15250,6.723524523,0.309973735,3.524668081,0.014442395
GLEAN_18548,GA24943,7.960596957,0.31052226,4.217587425,0.003762405
GLEAN_02001,GA15400,9.106257061,0.310697346,3.376212502,0.019376823
GLEAN_00394,GA26425,7.907126747,0.311967854,3.426636249,0.017543817
GLEAN_02680,GA11470,11.85884719,0.312006511,4.098749837,0.004849675
GLEAN_04111,GA15163,5.166662762,0.312350619,2.917377068,0.044837438
GLEAN_17460,GA21314,7.563699107,0.313031454,2.887374274,0.04721284
GLEAN_02650,GA14758,12.05638513,0.313102494,3.177363021,0.028044483
GLEAN_00460,GA18797,8.52668713,0.31312659,3.16824047,0.028452198
GLEAN_08905,GA10524,10.90554491,0.313199046,4.63816064,0.001621189
GLEAN_08610,GA23984,8.46715898,0.313590359,3.975585771,0.006200351
GLEAN_15723,GA23945,10.98803649,0.314272243,4.320664909,0.003103233
GLEAN_00338,GA17933,9.284001495,0.31453396,4.036918557,0.005465686
GLEAN_19309,GA20110,10.23901648,0.315287076,3.187700301,0.027502786
GLEAN_17790,GA20604,6.842621579,0.31537362,4.652651185,0.001581022
GLEAN_18848,GA12107,8.763672607,0.315751523,3.243186508,0.025035607
GLEAN_02255,GA16786,9.116370144,0.316430079,3.524399895,0.014442395
GLEAN_00397,GA26435,8.246337601,0.316479468,4.583464226,0.00181539
GLEAN_07971,GA19569,8.832832005,0.316486698,3.045084598,0.03553391
GLEAN_09801,GA28640,5.851849508,0.31662549,5.016277809,0.000718977
GLEAN_13337,GA12826,10.44789989,0.316706202,6.210210187,4.89E-05
GLEAN_10401,GA20265,5.882831701,0.317814031,3.002443659,0.038227079
GLEAN_00147,GA20228,8.310626824,0.317984499,3.419171725,0.017818996
GLEAN_07662,GA27774,6.550718226,0.319026238,3.891654134,0.007203691
GLEAN_11824,GA22308,7.025611071,0.319331694,4.624112503,0.001675354
GLEAN_05964,GA27175,5.215828249,0.31974623,3.169114231,0.028423879
GLEAN_09013,GA12627,6.220887897,0.319953002,5.441206109,0.000274398
GLEAN_00052,GA21604,10.44801219,0.320094083,4.317592285,0.003121483
GLEAN_05511,GA16052,10.98355064,0.320204428,5.084312222,0.000620184
GLEAN_17140,GA12341,6.801448546,0.320595821,3.868729001,0.007500845
GLEAN_00563,GA14022,7.652968303,0.321015073,4.223057465,0.003713293
GLEAN_16635,GA14203,10.51381268,0.32104794,3.199667718,0.026947487
GLEAN_00848,GA10783,9.861130331,0.322868448,5.501495346,0.000244716
GLEAN_12544,GA22620,5.788363076,0.323017669,3.033298087,0.036183086
GLEAN_00740,GA18536,9.606582341,0.323047304,3.822698115,0.008164593
GLEAN_10580,GA28943,9.662024648,0.323437847,3.207169661,0.026733777
GLEAN_05370,GA13968,12.82082961,0.323623757,4.381291529,0.002742644
GLEAN_01710,GA24784,6.431066169,0.324609112,4.88933419,0.000955304
GLEAN_17065,GA11869,9.775375592,0.325082455,3.236842274,0.025311523
GLEAN_03343,GA19711,13.55101683,0.325152125,4.263870766,0.003457736
GLEAN_13982,GA25619,9.081008927,0.325455296,3.538551097,0.014106226
GLEAN_10899,GA29071,7.509873045,0.325851636,3.41470985,0.017975419
GLEAN_17953,GA13478,8.090324123,0.326071701,4.004045947,0.005875822
GLEAN_17100,GA24442,5.826121134,0.326202711,4.010678367,0.005792134
GLEAN_12654,GA22671,13.13341299,0.326704751,6.432531121,2.91E-05
GLEAN_16598,GA12126,7.580740939,0.327327303,6.018382725,7.66E-05
GLEAN_02918,GA26023,8.585313448,0.32737998,4.32238954,0.003097356
GLEAN_02185,GA17808,11.11962354,0.32801488,4.235468908,0.003637923
GLEAN_13002,GA22853,8.070838281,0.328017493,4.45193054,0.002391798
GLEAN_06859,GA18025,11.11295761,0.328113215,6.681360599,1.77E-05
GLEAN_05616,GA27043,8.711732143,0.32938501,3.027280362,0.036498029
GLEAN_02231,GA21012,10.67441451,0.329608364,3.61482425,0.012266927
GLEAN_00044,GA19551,8.886686804,0.330882709,3.94602085,0.006548051
GLEAN_09563,GA21197,10.02732083,0.330972545,4.58424509,0.001814835
GLEAN_09288,GA20625,10.87222423,0.331265546,3.972690116,0.006223373
GLEAN_10791,GA21778,9.975079855,0.331807231,3.559710667,0.013533727
GLEAN_14543,GA12789,11.51785496,0.33236732,3.094789772,0.032664129
GLEAN_01201,GA22698,13.77985599,0.333669403,4.922682011,0.000890222
GLEAN_14651,GA23537,8.902725459,0.333954255,4.064925705,0.005214138
GLEAN_15160,GA23710,5.598459911,0.334098043,4.363123248,0.002851881
GLEAN_00145,GA23155,11.23033901,0.334160409,4.312094386,0.003147457
GLEAN_14952,GA17270,9.768106688,0.334849792,3.31580781,0.021803712
GLEAN_16293,GA22070,9.499672815,0.335252758,3.326733522,0.02132298
GLEAN_05608,GA27040,8.577126204,0.335440133,4.691884467,0.00143293
GLEAN_14153,GA20425,8.982804546,0.336950776,3.23835254,0.025270246
GLEAN_16208,GA24141,8.480897817,0.337362535,2.98944154,0.039116157
GLEAN_08753,GA20999,11.84796338,0.337395827,3.687590046,0.010671678
GLEAN_13471,GA14513,8.856026746,0.337572766,3.769388982,0.00904391
GLEAN_11833,GA19680,8.46931668,0.338754062,4.272470401,0.00342801
GLEAN_11890,GA13458,12.658397,0.339154372,4.546006036,0.001974815
GLEAN_12613,GA19452,7.561760268,0.339322177,3.739936913,0.009515977
GLEAN_12299,GA14323,11.89081238,0.339778086,4.971128979,0.000797921
GLEAN_06638,GA14480,10.9447688,0.339910844,2.989888234,0.03910888
GLEAN_05563,GA18824,9.984470597,0.340683817,4.958758058,0.000816618
GLEAN_14354,GA12784,9.447516266,0.340708674,4.510972682,0.002118764
GLEAN_00553,GA15124,7.976560854,0.340825934,2.949624743,0.042051219
GLEAN_01278,GA23120,7.326957272,0.341233303,3.50998537,0.014861946
GLEAN_01335,GA17005,8.9151921,0.341449711,4.200132071,0.003914693
GLEAN_01758,GA24923,7.561538662,0.342559258,3.013944698,0.037394998
GLEAN_16622,GA15834,9.483070915,0.342676252,5.031736808,0.000698735
GLEAN_16065,GA24089,12.59370352,0.343275191,3.905104895,0.007042196
GLEAN_16254,GA21001,11.61943797,0.343564725,4.348594122,0.002950073
GLEAN_09631,GA28566,10.09429732,0.343844109,4.644743883,0.001603288
GLEAN_11882,GA22328,10.89152301,0.344211254,3.812931916,0.008320711
GLEAN_05196,GA10613,8.530965014,0.34445907,3.656384573,0.011330485
GLEAN_13050,GA12240,11.34937642,0.344625143,3.443365805,0.016919943
GLEAN_17482,GA15848,5.920181568,0.345039806,4.32366627,0.003090668
GLEAN_07571,GA19865,9.142069122,0.34524499,4.908069511,0.000915189
GLEAN_06766,GA16298,10.37857273,0.346072183,4.403355785,0.002615
GLEAN_03824,GA11241,12.53912835,0.346809799,7.082190216,6.81E-06
GLEAN_03723,GA10237,8.290946076,0.346818412,3.414978937,0.017975419
GLEAN_16784,GA10782,10.63796878,0.34682434,6.519006926,2.31E-05
GLEAN_17184,GA15811,10.24026046,0.34713773,4.385133199,0.002722247
GLEAN_08832,GA21324,8.801778044,0.347567715,3.785978718,0.008775154
GLEAN_11704,GA22249,7.082911974,0.347882963,5.724115952,0.000154661
GLEAN_03346,GA19694,8.603332331,0.348393278,4.470449256,0.002289041
GLEAN_10420,GA16431,5.288930738,0.349429012,3.075195294,0.033681372
GLEAN_17917,GA15868,10.94246678,0.349613445,4.814188225,0.001114126
GLEAN_06625,GA27418,10.82454709,0.349732784,4.611485222,0.001715195
GLEAN_08979,GA11338,10.07825871,0.349748499,5.288541054,0.000394638
GLEAN_15609,GA23884,7.658432366,0.350701801,4.283963877,0.00333981
GLEAN_16955,GA10637,10.90197544,0.351833491,3.919947255,0.006816348
GLEAN_09279,GA12622,12.25963307,0.353399733,5.382612453,0.000310597
GLEAN_00527,GA13266,9.706474998,0.353659165,5.129513865,0.000562032
GLEAN_18160,GA15570,11.68555044,0.354236865,4.408383939,0.00259416
GLEAN_02145,GA12723,5.375532764,0.354702772,3.976789157,0.006186088
GLEAN_02078,GA19489,12.87116407,0.354739281,3.87811133,0.007401842
GLEAN_19311,GA25257,9.056402426,0.355225615,4.057451074,0.005242613
GLEAN_03752,GA10797,10.62442432,0.355826558,5.490361964,0.000249882
GLEAN_09836,GA28651,11.45037641,0.35587008,5.884668859,0.00010407
GLEAN_13020,GA22860,7.234640972,0.356015319,4.850655855,0.001039774
GLEAN_05692,GA27067,10.33581229,0.356443307,4.45024375,0.002395231
GLEAN_03490,GA16149,5.65271311,0.35646856,4.671505756,0.001509424
GLEAN_02311,GA18048,9.51397423,0.356533079,5.478135908,0.000258193
GLEAN_17183,GA22009,11.90578556,0.356701102,4.494636268,0.00219059
GLEAN_15975,GA24051,11.49364958,0.357742919,7.386723559,3.76E-06
GLEAN_00893,GA28356,7.879295925,0.357975154,3.511825393,0.014797555
GLEAN_14579,GA10130,10.12185053,0.358435474,4.915975408,0.000903173
GLEAN_05665,GA12269,6.887858738,0.360736482,2.948951095,0.042062162
GLEAN_17477,GA24588,8.009733552,0.361121909,3.874832233,0.007417187
GLEAN_06227,GA18643,9.757553959,0.361710717,4.574531076,0.001853014
GLEAN_18525,GA14051,9.789893873,0.361765007,3.549846835,0.013780731
GLEAN_12545,GA22621,5.823637481,0.36182478,3.312415426,0.021934259
GLEAN_17390,GA24545,7.747125988,0.361982657,3.172376313,0.02825852
GLEAN_19755,GA19742,6.848988469,0.362610362,4.608964488,0.001720987
GLEAN_14423,GA16733,9.596027503,0.362904422,6.667830507,1.79E-05
GLEAN_14953,GA20223,8.451265844,0.363675665,2.860694287,0.049418447
GLEAN_16797,GA13586,5.748489038,0.363697992,5.770921877,0.000138679
GLEAN_18458,GA24909,5.512086798,0.364055379,3.082647548,0.03315014
GLEAN_03129,GA26112,5.727728802,0.364060153,2.884147809,0.047378239
GLEAN_00342,GA26211,7.528915936,0.364818358,2.971694408,0.040367375
GLEAN_18034,GA19757,10.40137223,0.365266391,4.587891373,0.001806207
GLEAN_08413,GA10268,9.263124474,0.365326832,3.362143905,0.019813398
GLEAN_02394,GA15455,7.576203196,0.366112938,3.361810501,0.019818247
GLEAN_03651,GA26316,8.132502719,0.367606404,4.308680785,0.003164298
GLEAN_16538,GA20873,12.28823645,0.367616256,4.584844871,0.001814835
GLEAN_16324,GA24190,8.456425683,0.367958831,6.577756406,2.06E-05
GLEAN_00374,GA14436,11.99352242,0.368571025,3.317175843,0.021737102
GLEAN_06637,GA27423,11.27890653,0.36917781,3.175289747,0.02813532
GLEAN_00117,GA17271,9.054424909,0.369429529,4.501179206,0.002156611
GLEAN_04233,GA12397,7.861585057,0.369921961,5.266123235,0.000414018
GLEAN_17218,GA24489,7.392031873,0.370533719,4.546097903,0.001974815
GLEAN_15639,GA23899,10.06441948,0.370647981,3.293238722,0.02282295
GLEAN_02827,GA25988,11.45173738,0.372834062,3.286544422,0.023121791
GLEAN_14989,GA20624,9.808789088,0.373898056,3.465176026,0.01615481
GLEAN_00596,GA19092,9.908490599,0.375219488,4.346054121,0.002955848
GLEAN_16643,GA15656,11.1274712,0.376988443,6.394954449,3.21E-05
GLEAN_05643,GA16050,12.24629922,0.377305402,6.657521913,1.81E-05
GLEAN_01838,GA18681,11.24540257,0.378184008,6.336429382,3.59E-05
GLEAN_03082,GA13534,5.574851845,0.379372671,3.531650624,0.01426278
GLEAN_06364,GA27314,5.561911152,0.379440518,3.190465995,0.027363796
GLEAN_10894,GA14200,10.20848813,0.380551585,4.779360148,0.001198168
GLEAN_06475,GA12160,8.465793063,0.381302762,3.748527178,0.009421153
GLEAN_14722,GA10680,11.24073788,0.381680127,4.312712808,0.003147457
GLEAN_19589,GA10252,9.101700588,0.382719732,3.924884658,0.006748303
GLEAN_12951,GA14574,5.96302928,0.383423181,3.810669601,0.00835245
GLEAN_12494,GA16662,7.540490646,0.384018059,3.555815343,0.013638466
GLEAN_09782,GA21953,10.45501533,0.384021382,3.794928646,0.008599815
GLEAN_09098,GA28340,9.704479671,0.384343791,3.488610188,0.015511287
GLEAN_01433,GA23749,9.210357391,0.384753952,3.843473757,0.007874136
GLEAN_02528,GA13549,8.998864866,0.385609511,5.023540637,0.000710909
GLEAN_17395,GA21798,11.53761867,0.385673784,4.073449616,0.005129802
GLEAN_11933,GA22360,5.282222484,0.386190346,5.15090089,0.000537268
GLEAN_10402,GA14833,6.494084758,0.386351887,6.892971752,1.09E-05
GLEAN_13799,GA25157,9.145578364,0.386425377,4.271228744,0.003433273
GLEAN_15098,GA23685,11.00962439,0.387055177,3.841378594,0.007884889
GLEAN_11968,GA18161,8.680260029,0.387761664,2.955994054,0.041598932
GLEAN_10731,GA19598,11.7038154,0.390191279,5.572287134,0.000214069
GLEAN_05039,GA15348,8.981891215,0.390890252,3.928398903,0.006748303
GLEAN_05853,GA27130,12.81645729,0.392678113,8.326733484,5.19E-07
GLEAN_15557,GA10406,11.48718894,0.393342661,7.036239811,7.59E-06
GLEAN_01814,GA25081,8.407838217,0.393667274,5.908607776,9.91E-05
GLEAN_12506,GA22601,10.04186633,0.393991653,4.737166291,0.001300317
GLEAN_14788,GA14345,11.19206314,0.396327929,3.21712431,0.026282689
GLEAN_12477,GA13867,9.564551197,0.39720294,3.979036151,0.006156608
GLEAN_02667,GA25933,6.811533095,0.39821173,4.785743533,0.001189682
GLEAN_01958,GA25649,12.73882627,0.398359798,5.387950396,0.000307964
GLEAN_18054,GA11614,10.26980923,0.398958,4.151896451,0.004317776
GLEAN_17937,GA15509,8.014645309,0.400029507,3.988489723,0.006058521
GLEAN_12611,GA22650,10.04750016,0.400834808,4.391712546,0.00269257
GLEAN_03250,GA13443,5.336965966,0.402439396,2.875971632,0.048175714
GLEAN_15170,GA23714,11.38057361,0.402922951,3.043872902,0.035628416
GLEAN_06813,GA21019,11.12417567,0.40349168,5.327208571,0.000361659
GLEAN_04675,GA18786,9.024501807,0.40390466,3.064713906,0.034314818
GLEAN_05090,GA21965,12.16020189,0.404258104,5.246677482,0.0004291
GLEAN_08346,GA10923,11.85590415,0.404458428,3.983764503,0.006112778
GLEAN_01275,GA20780,7.821555601,0.405840363,4.260192899,0.003489965
GLEAN_02424,GA16480,11.52952516,0.406121488,4.178653901,0.00406921
GLEAN_09313,GA28427,7.715270091,0.406397969,3.367273604,0.019629731
GLEAN_04364,GA19449,7.945266683,0.406621442,3.828609395,0.008060579
GLEAN_13396,GA13257,7.922791765,0.407422096,2.854107036,0.049987658
GLEAN_16705,GA20809,9.052916803,0.407637922,5.40019493,0.000297924
GLEAN_13835,GA23237,6.208704223,0.407858576,4.059945763,0.005242613
GLEAN_18251,GA15774,11.5258095,0.408327362,6.541028901,2.22E-05
GLEAN_19602,GA25394,5.540630982,0.408346539,4.307228515,0.003167946
GLEAN_11942,GA22363,7.105471048,0.408999726,3.237884067,0.025274027
GLEAN_00165,GA23967,9.773572178,0.409492799,7.095287196,6.64E-06
GLEAN_10167,GA28751,10.05524637,0.410769029,4.666422106,0.001525826
GLEAN_18020,GA10789,9.994171227,0.411051201,3.201272841,0.026880787
GLEAN_03895,GA26405,8.348666873,0.411246147,4.036722465,0.005465686
GLEAN_04760,GA20006,9.418985527,0.411740037,5.471470901,0.000259497
GLEAN_15077,GA23675,6.532352216,0.412301961,4.348273511,0.002950073
GLEAN_04017,GA26454,8.744207559,0.412862793,4.942058492,0.000846839
GLEAN_09650,GA17411,10.57027582,0.41336091,3.932602442,0.006697082
GLEAN_02556,GA11225,6.468507392,0.413605613,3.060687855,0.034553243
GLEAN_02709,GA22155,8.718284544,0.413936388,3.530102531,0.014313215
GLEAN_17549,GA17597,12.46667902,0.416564373,4.212221686,0.003794916
GLEAN_01251,GA14710,10.06355058,0.417119237,5.196855947,0.00048354
GLEAN_12830,GA15118,7.844420343,0.417563722,3.941060784,0.006617025
GLEAN_00602,GA27143,7.199165178,0.418692186,3.376559297,0.019371561
GLEAN_02838,GA17379,8.898185051,0.418700286,4.815018698,0.001114098
GLEAN_01429,GA15227,9.143205516,0.418773223,5.265520818,0.000414018
GLEAN_19546,GA25362,9.313286812,0.420150775,4.747750214,0.001271446
GLEAN_08011,GA18493,9.823012508,0.420365353,5.033700613,0.000698532
GLEAN_01915,GA15896,12.31953908,0.420777229,3.997650294,0.005935614
GLEAN_12495,GA13953,5.450042599,0.421191911,3.887755667,0.007261386
GLEAN_01017,GA13258,11.43936096,0.424226448,7.546528142,2.60E-06
GLEAN_03751,GA10805,10.35604772,0.424410079,4.460974754,0.002345557
GLEAN_01920,GA25564,7.310520258,0.425297606,4.76437696,0.001229622
GLEAN_17385,GA25597,6.224320607,0.427669044,5.943865636,9.07E-05
GLEAN_09404,GA28477,9.685503976,0.429220235,7.120561486,6.25E-06
GLEAN_01372,GA15370,10.44278127,0.429229714,6.383508677,3.27E-05
GLEAN_19708,GA12255,10.02135536,0.431525657,3.690968257,0.010598698
GLEAN_08801,GA16898,5.99854731,0.43200571,3.130883025,0.030539334
GLEAN_06438,GA13074,12.16215605,0.432135428,7.970651618,1.01E-06
GLEAN_12641,GA22667,8.408699459,0.432357393,5.641087773,0.000185035
GLEAN_18536,GA10704,10.72782523,0.434117583,4.794460203,0.001170353
GLEAN_15059,GA21166,6.388318675,0.434124458,4.610455296,0.001716908
GLEAN_13457,GA10567,10.99482131,0.434282908,6.084718784,6.70E-05
GLEAN_06913,GA27515,10.30355079,0.437539104,3.940627839,0.006617841
GLEAN_05205,GA21065,10.43353261,0.437724039,3.32288427,0.021514434
GLEAN_18063,GA11894,6.747065112,0.438396549,6.673695188,1.78E-05
GLEAN_18650,GA14866,10.37433812,0.438542713,8.048582264,8.95E-07
GLEAN_13016,GA12981,12.90235331,0.439515411,9.556346553,2.87E-08
GLEAN_05290,GA26935,9.559122545,0.439592988,7.32724165,4.09E-06
GLEAN_03234,GA15141,11.55228478,0.44127451,4.942322119,0.000846839
GLEAN_03822,GA19875,10.35571995,0.442315255,5.519146727,0.000237785
GLEAN_08354,GA12516,8.667028143,0.443438056,3.595585501,0.012682444
GLEAN_08078,GA27942,7.834076465,0.444491998,3.419942206,0.017793828
GLEAN_12700,GA11471,7.34630981,0.444810369,4.324074821,0.003090668
GLEAN_04038,GA26457,10.99135967,0.445361868,4.18945265,0.003988231
GLEAN_18074,GA21451,8.902615188,0.447911984,5.76374499,0.000140185
GLEAN_06953,GA27533,8.987043167,0.447986937,4.952888244,0.000828835
GLEAN_10209,GA28769,8.080444465,0.451272506,3.519536977,0.01456485
GLEAN_12702,GA16968,8.872360782,0.451416062,2.998857829,0.038467219
GLEAN_01377,GA17679,9.652748857,0.45179317,2.965199499,0.040912986
GLEAN_15499,GA16655,12.38000036,0.453538086,9.889678044,1.38E-08
GLEAN_19576,GA25382,5.796186155,0.454829839,4.102263456,0.004819198
GLEAN_04060,GA26466,6.346168222,0.45535237,3.040252991,0.035875447
GLEAN_07174,GA19158,12.87485515,0.455565545,6.927969051,9.93E-06
GLEAN_16785,GA10784,6.620931222,0.456430343,3.784349634,0.008783851
GLEAN_11650,GA25617,10.19207057,0.457409559,5.549133302,0.000225404
GLEAN_10164,GA15234,8.245718685,0.459542492,5.494528908,0.000247802
GLEAN_03558,GA11702,8.365797145,0.459833538,3.586474715,0.012914814
GLEAN_16799,GA15757,9.34408464,0.46308049,5.139879983,0.00054826
GLEAN_00520,GA25529,7.39662333,0.46368262,2.992781016,0.038949199
GLEAN_01309,GA14876,9.656328167,0.463804884,3.846748582,0.007824663
GLEAN_00118,GA15212,6.353209024,0.466706703,5.930802201,9.38E-05
GLEAN_07574,GA19848,11.12508308,0.466795383,5.551230909,0.000225404
GLEAN_12023,GA22403,7.480429815,0.467603449,3.37798257,0.019322595
GLEAN_05645,GA14342,9.866161648,0.468695214,4.966198265,0.000804968
GLEAN_16176,GA24126,7.246705713,0.468852039,3.237845744,0.025274027
GLEAN_06453,GA11554,11.03999566,0.469351244,7.754066931,1.55E-06
GLEAN_18513,GA15886,12.72994143,0.469701538,4.299628065,0.003214435
GLEAN_18501,GA24930,11.05767558,0.470855254,5.713387612,0.000158913
GLEAN_01888,GA24066,7.758053352,0.471292206,4.03760359,0.005465686
GLEAN_03737,GA10892,9.988236532,0.471919419,3.924585957,0.006748303
GLEAN_10600,GA28954,6.431414663,0.472717415,3.34546737,0.020568756
GLEAN_17407,GA17439,11.4044852,0.473362051,3.696480459,0.010491038
GLEAN_04217,GA18909,9.856283061,0.476181276,5.237026838,0.000440244
GLEAN_05409,GA26967,10.28518289,0.477229244,5.285301424,0.000397076
GLEAN_01350,GA23482,7.529361173,0.480326479,5.868540138,0.000108011
GLEAN_11479,GA18688,11.66034282,0.480525178,5.659690686,0.00017844
GLEAN_18315,GA17419,6.502198508,0.481632505,4.81929172,0.001107453
GLEAN_01178,GA11683,11.46346323,0.48207298,4.352168052,0.002930817
GLEAN_01387,GA20233,10.74020393,0.482288908,10.11725861,8.66E-09
GLEAN_16771,GA10648,10.31744338,0.487672916,5.660022354,0.00017844
GLEAN_00316,GA26098,5.389175902,0.492242487,3.863052947,0.007584214
GLEAN_10738,GA10796,6.563849565,0.492344337,3.573906216,0.013209994
GLEAN_00126,GA22351,6.379602531,0.492356556,5.54959142,0.000225404
GLEAN_13793,GA23221,11.73603934,0.493356878,3.119898885,0.031164834
GLEAN_00222,GA25716,10.86134763,0.494623852,5.976003859,8.49E-05
GLEAN_16996,GA25011,6.63611158,0.49714981,4.269963171,0.003433601
GLEAN_01856,GA16439,6.19881221,0.497384744,4.709028805,0.001401458
GLEAN_05705,GA19493,11.0443386,0.500887977,3.267639737,0.02396743
GLEAN_12547,GA15360,10.93515679,0.505083872,4.926205727,0.000885673
GLEAN_07051,GA20291,10.35121206,0.505525334,3.239883386,0.025197212
GLEAN_09239,GA19967,6.946298954,0.506496696,5.115659124,0.00058411
GLEAN_01595,GA24372,7.299157279,0.507513479,3.694519354,0.010521141
GLEAN_12931,GA22817,11.75152288,0.507909947,3.91679202,0.006870793
GLEAN_08046,GA11967,12.01235063,0.509861724,6.752692944,1.53E-05
GLEAN_00125,GA22300,9.539863693,0.511593427,7.652474947,1.99E-06
GLEAN_18454,GA20641,7.67232402,0.515631479,7.807171724,1.36E-06
GLEAN_05751,GA27089,5.487726726,0.517881883,5.61961285,0.00019179
GLEAN_16052,GA12141,5.623576879,0.518473643,4.414600609,0.002568891
GLEAN_01409,GA18032,9.688670524,0.518989681,9.881661928,1.38E-08
GLEAN_18141,GA11060,10.44270873,0.51915141,10.56249631,3.29E-09
GLEAN_04968,GA20841,10.43283109,0.520349905,6.616633279,1.96E-05
GLEAN_18004,GA21440,8.955017595,0.521246246,3.13239629,0.03046756
GLEAN_18666,GA17730,9.397217356,0.522086613,2.992226679,0.03898621
GLEAN_01281,GA23145,7.642971889,0.522418016,4.252981122,0.0035433
GLEAN_17386,GA15683,7.39625914,0.524344742,5.499924429,0.000244834
GLEAN_13394,GA23044,9.63068557,0.526634235,4.572258068,0.00186184
GLEAN_12472,GA11776,7.521393062,0.528162411,6.250150749,4.44E-05
GLEAN_17886,GA15652,8.612061276,0.531135963,4.79050476,0.001181405
GLEAN_06922,GA11182,10.66695119,0.531789252,8.041992403,8.95E-07
GLEAN_18856,GA25074,7.59049296,0.534454242,3.563601146,0.013430048
GLEAN_17216,GA24487,6.169778206,0.535551697,6.231679952,4.66E-05
GLEAN_08013,GA18498,11.4398798,0.535996457,5.825456571,0.000120934
GLEAN_18652,GA15769,9.933870379,0.537012223,6.806732502,1.35E-05
GLEAN_16009,GA24067,6.378351551,0.537576624,3.789628269,0.008702959
GLEAN_01133,GA17644,7.773607539,0.537757683,4.640102249,0.001615262
GLEAN_09039,GA28316,6.127261815,0.54249577,6.582357054,2.05E-05
GLEAN_09802,GA28641,8.338594342,0.545825936,3.399057046,0.018593867
GLEAN_05962,GA12893,7.182466999,0.549517603,3.274198459,0.023695052
GLEAN_18688,GA15366,6.024542105,0.549992522,6.096229925,6.52E-05
GLEAN_02908,GA26021,6.543136568,0.552642962,3.746247228,0.009453989
GLEAN_06161,GA27240,6.212571287,0.553305218,4.377888175,0.00275783
GLEAN_14853,GA23602,8.666949048,0.554180275,2.891935181,0.046835785
GLEAN_19080,GA25156,9.693795483,0.556464615,2.960326622,0.041340887
GLEAN_06417,GA27336,10.46701476,0.559843543,3.947292269,0.006537167
GLEAN_09642,GA12610,11.56907188,0.559878149,6.584938019,2.05E-05
GLEAN_07560,GA27740,7.987109954,0.561743203,5.299873881,0.000385563
GLEAN_17755,GA24674,8.707177067,0.565161011,4.288886654,0.003296996
GLEAN_10807,GA29030,6.705608913,0.566074643,5.14659648,0.000540757
GLEAN_13152,GA15367,6.450214752,0.568987554,6.150445976,5.73E-05
GLEAN_04750,GA20671,11.74651078,0.56916547,3.980652436,0.006153388
GLEAN_17641,GA17675,8.869006819,0.569678552,7.257515448,4.71E-06
GLEAN_10120,GA28730,8.159527511,0.571829456,4.98674888,0.000773102
GLEAN_16011,GA21980,10.23068537,0.575684767,6.583246274,2.05E-05
GLEAN_05634,GA12558,6.322768022,0.57613146,5.512432334,0.000239839
GLEAN_05319,GA26940,10.64735196,0.577037397,3.303558217,0.022351309
GLEAN_11654,GA10424,6.8548763,0.58051189,7.011584364,8.06E-06
GLEAN_05327,GA22002,10.42664704,0.583874354,8.133838098,7.54E-07
