ID,logFC,AveExpr,t,P.Value,adj.P.Val,Symbol,Chromosome,GenBank,Gene
1640762_at,0.116575247,11.51816595,4.432879794,0.000254626,0.006613958,CG14464,2R,CG14464-RA,3355132
1634114_at,0.185842496,8.084444303,4.423518576,0.000260253,0.006724215,CG31517,3R,CG31517-RA,251711
1638892_at,-0.314879692,7.0810495,-4.422480353,0.000260885,0.006724215,CG5397,2L,CG5397-RA,33313
1626783_at,-0.147866161,9.610952946,-4.421211722,0.000261659,0.006724215,CG16756,X,CG16756-RA,31460
1637641_at,0.218699261,6.253087812,4.420385443,0.000262164,0.006724215,Mkp3,3L,CG14080-RA,40081
1628426_s_at,-0.146966856,6.768014669,-4.419515449,0.000262697,0.006724215,CG8740,2R,CG8740-RB,35866
1632874_at,-0.19457853,7.929919105,-4.418871128,0.000263093,0.006724215,CG6602,3L,CG6602-RA,38691
1630160_at,-0.191524392,8.338266765,-4.418058697,0.000263593,0.006724215,Fas2,X,CG3665-RB,31364
1639135_at,-0.15762085,10.42292564,-4.417718045,0.000263802,0.006724215,Gtp-bp,X,CG2522-RA,47251
1627694_at,-0.168317918,9.736994151,-4.417672377,0.00026383,0.006724215,CG9715,3L,CG9715-RA,39883
1623229_at,-0.244384819,7.230759257,-4.417042056,0.000264219,0.006724215,CG7881,2R,CG7881-RA,35521
1623740_at,-0.257976664,5.771347799,-4.415299587,0.000265297,0.006737995,CG32154,3L,CG32154-RA,39778
1627662_at,-0.202556446,8.181739515,-4.41432736,0.0002659,0.006739697,Ugt35a,3R,CG6644-RA,41334
1636805_a_at,0.112193252,8.14557883,4.410671842,0.000268179,0.006772896,CG8944,X,CG8944-RA,32517
1632319_at,-0.180686476,6.697315883,-4.410500472,0.000268287,0.006772896,CG18598,3R,CG18598-RA,42188
1634583_s_at,-0.199427252,7.510286894,-4.40530458,0.000271563,0.006834047,CG4822,2L,CG4822-RA,33170
1624506_at,-0.117838325,13.89946224,-4.404936399,0.000271796,0.006834047,Jon25Biii,2L,CG8871-RA,33706
1639338_at,-0.36734384,9.465163648,-4.400744992,0.00027447,0.006869127,CG11912,2L,CG11912-RA,33205
1641412_at,-0.271954053,5.385067423,-4.400724483,0.000274484,0.006869127,CG31809,2L,CG31809-RA,318954
1638424_at,-0.302266293,10.4275421,-4.400183621,0.000274831,0.006869127,CG10514,3R,CG10514-RA,43052
1627890_at,-0.237102581,7.708293831,-4.397516771,0.000276548,0.00689834,GstD10,3R,CG18548-RA,59240
1629745_at,0.317420982,10.30536343,4.391724656,0.000280316,0.006967671,CG6439,3R,CG6439-RA,42586
1638154_at,0.167013139,8.126606521,4.391540942,0.000280436,0.006967671,CG2187,3R,CG2187-RA,43743
1634738_s_at,0.140166478,8.322053358,4.389477083,0.000281791,0.006987539,CG31751,2L,CG31751-RA,35118
1626326_at,-0.341833407,6.772453345,-4.383472855,0.000285772,0.007072305,CG31436,3R,CG31436-RA,318734
1636634_a_at,0.131350021,11.36846957,4.382395917,0.000286492,0.007076194,MRP,2L,CG6214-RB,34686
1631121_at,-0.179569304,10.00086444,-4.379981551,0.000288113,0.007102273,CG7267,X,CG7267-RB,31831
1632582_at,0.244639155,5.043080862,4.378448416,0.000289147,0.007113813,CG9270,2L,CG9270-RA,35366
1635072_at,0.571223869,8.839949935,4.37450501,0.000291824,0.007165645,CG7214,2L,CG7214-RA,34053
1637072_at,-0.292118113,8.184871166,-4.36809157,0.000296231,0.007259669,CG11459,3R,CG11459-RA,40741
1623068_at,-0.617002097,7.406135138,-4.36363676,0.000299331,0.007321374,Cyp4e3,2L,CG4105-RA,34291
1625196_a_at,-0.222650629,9.143979584,-4.362428093,0.000300177,0.007327828,CG14995,3L,CG14995-RA,38487
1625775_a_at,0.169327299,9.978384417,4.360251525,0.000301708,0.007350926,csw,X,CG3954-RA,45278
1630334_at,-0.164793332,7.86251137,-4.358322191,0.000303072,0.007369866,CG15406,2L,CG15406-RA,33542
1631962_at,-0.254788135,10.54647406,-4.35385893,0.00030625,0.007432775,MtnD,3R,CG33192-RA,326270
1625307_at,-0.201279672,5.367378879,-4.348614117,0.000310028,0.00750996,sut2,2R,CG17975-RA,44269
1624320_at,0.158034811,7.124953418,4.346436771,0.00031161,0.007533765,mei-9,X,CG3697-RA,31373
1630938_a_at,-0.220297524,7.342582264,-4.340576851,0.000315908,0.007623017,CG14879,3R,CG14879-RA,41982
1630348_a_at,0.184364955,9.149342155,4.337874023,0.00031791,0.00765664,CG5059,3L,CG5059-RA,40278
1624742_a_at,-0.111580765,11.50000229,-4.336571548,0.00031888,0.007665306,Elongin-C,2R,CG9291-RA,37237
1628298_at,0.205882494,4.224513956,4.334420126,0.000320488,0.007689255,CG42640,2R,CG2952-RA,44513
1627000_s_at,-0.247848173,7.045964887,-4.331706838,0.000322527,0.007723448,CG6231,3R,CG6231-RC,42339
1637067_at,-0.237171315,7.8314503,-4.329048235,0.000324538,0.00775683,CG6074,3R,CG6074-RA,43264
1634148_at,0.237358755,7.517919675,4.327733831,0.000325537,0.007765941,CG4842,3L,CG4842-RA,39817
1634239_at,-0.440101067,7.758370012,-4.326039656,0.000326829,0.007781997,CG14205,X,CG14205-RA,32952
1624208_s_at,0.155822383,10.67063813,4.318054918,0.000332988,0.007913665,Arf51F,2R,CG8156-RD,36699
1639963_at,0.150467235,9.40052368,4.311946431,0.000337779,0.008012369,CG1951,3R,CG1951-RA,43423
1639971_at,0.291786892,4.876413354,4.30934284,0.000339842,0.008046119,CG12224,3R,CG12224-RA,41453
1630302_at,-0.227322125,9.947906035,-4.305690653,0.000342757,0.008095021,CG8562,3L,CG8562-RA,38828
1637795_at,-0.1908699,9.135413678,-4.305144276,0.000343195,0.008095021,CG7778,2L,CG7778-RA,34147
1634549_at,0.178451133,9.930465911,4.300963981,0.000346567,0.008150994,CG11750,X,CG11750-RA,32079
1625250_at,-0.110405864,10.25945099,-4.300305187,0.000347101,0.008150994,CG5802,3R,CG5802-RA,42510
1637561_at,0.525086921,6.117264884,4.299797887,0.000347513,0.008150994,lectin-33A,2L,CG16834-RA,53516
1640361_at,-0.58629262,10.48302569,-4.29679144,0.000349965,0.008193224,CG6961,X,CG6961-RA,32869
1624061_at,-0.43537403,10.48702401,-4.291504151,0.00035432,0.008279754,Vm32E,2L,CG16874-RA,34558
1623552_s_at,0.182082042,8.884139733,4.290508333,0.000355146,0.008283664,CG2893,XHet,CG2893-RB,3354992
1625985_at,-0.264762187,7.473126566,-4.28884449,0.000356531,0.008291315,CG31446,3R,CG31446-RA,318741
1632114_at,0.157332557,9.854696611,4.288530126,0.000356793,0.008291315,Cyp12a4,3R,CG6042-RA,42294
1630772_at,0.205448836,7.51555038,4.286736899,0.000358293,0.008310803,sqz,3R,CG5557-RA,42300
1623761_at,-0.205071726,10.58261754,-4.280343157,0.000363691,0.008420494,CG15347,X,CG15347-RA,31779
1638820_at,-0.178482339,5.558602547,-4.278490384,0.000365271,0.008421575,CG34362,3R,CG12870-RA,43362
1631243_s_at,0.103899504,10.75368592,4.278442155,0.000365312,0.008421575,l(3)05822,3R,CG7129-RA,47260
1624798_s_at,0.210965952,8.636202747,4.277932914,0.000365748,0.008421575,Galpha49B,2R,CG17759-RA,36384
1629598_at,-0.11253743,11.74923012,-4.276050351,0.000367362,0.00844328,FK506-bp1,3R,CG6226-RA,41860
1635578_at,-0.213895396,4.937734041,-4.274859883,0.000368386,0.008451375,CG31975,2L,CG31975-RA,319052
1634445_at,-0.165267979,5.713183699,-4.27288715,0.00037009,0.008475001,CG32750,X,CG32750-RA,326238
1641513_at,-0.156315739,6.565974528,-4.269343865,0.000373171,0.008530005,CG12239,X,CG12239-RA,31509
1625276_a_at,-0.353492703,9.993675427,-4.26749602,0.000374787,0.00855141,Eip71CD,3L,CG7266-RC,39675
1640755_at,-0.258726716,5.763304896,-4.264025618,0.000377843,0.008605502,Cyp6a8,2R,CG10248-RA,36666
1640979_at,0.16902901,10.43119623,4.261005274,0.000380522,0.008650853,CG1681,X,CG1681-RA,32299
1624362_at,-0.229058847,7.062683988,-4.259777557,0.000381616,0.008660076,Nplp4,2L,CG15361-RA,50190
1629680_at,-0.163089621,5.326077322,-4.255812823,0.000385173,0.008725031,CG5984,3R,CG5984-RA,43281
1626807_a_at,0.197727043,7.457549768,4.251918642,0.000388698,0.008789052,Nhe3,2L,CG11328-RA,33939
1623438_at,-0.30158578,6.710728403,-4.249207387,0.000391172,0.008829104,CG9505,2L,CG9505-RA,33889
1629546_at,-0.132926047,10.51640969,-4.244077481,0.000395895,0.008919703,CG7054,3R,CG7054-RA,42643
1635491_s_at,-0.178999195,11.92575726,-4.241378862,0.000398403,0.008951449,TRAM,X,CG11642-RB,31042
1636505_at,-0.116101911,10.41650073,-4.24103004,0.000398728,0.008951449,CG15083,2R,CG15083-RA,37175
1637788_at,-0.12665088,4.765661064,-4.240263325,0.000399444,0.008951537,CG31176,3R,CG31176-RA,42554
1631249_at,0.189438653,8.33568327,4.237936222,0.000401625,0.008984398,CG12713,3L,CG12713-RA,39724
1640850_at,0.20371138,3.820885181,4.235432473,0.000403985,0.009014203,CG31012,3R,CG31012-RA,43654
1629469_s_at,0.172382807,11.51348068,4.235002717,0.000404392,0.009014203,CG10960,3L,CG10960-RC,39458
1640492_at,-0.151168821,9.850070451,-4.232765739,0.000406514,0.009045473,CG10672,3L,CG10672-RA,38598
1626473_a_at,-0.202801308,11.13231577,-4.230050977,0.000409105,0.009080083,fon,2L,CG15825-RB,35211
1641268_at,-0.189241623,4.693413991,-4.229623704,0.000409514,0.009080083,CG13313,3L,CG13313-RA,39022
1637405_at,-0.127859778,8.077341511,-4.223040221,0.000415872,0.00920482,CG32649,X,CG32649-RA,32239
1640101_at,-0.158560843,8.414207937,-4.218939062,0.000419882,0.009277254,CG8152,2R,CG8152-RA,36696
1625203_at,-0.403489038,5.755782781,-4.207769426,0.000431003,0.009506253,CG9826,2R,CG9826-RA,37625
1628969_s_at,0.10688502,9.803749918,4.206697848,0.000432085,0.009513433,CG8485,2R,CG8485-RA,36579
1624892_s_at,-0.231557496,10.93042532,-4.204266556,0.00043455,0.009550994,CG11892,3R,CG11892-RA,43053
1628483_at,0.117889332,9.293436039,4.202910012,0.000435932,0.009564644,CG3004,X,CG3004-RA,31903
1629034_at,-0.229039459,6.02206959,-4.194497735,0.0004446,0.009736263,CG10253,2R,CG10253-RA,36669
1635447_at,-0.18185153,8.765484802,-4.193822782,0.000445303,0.009736263,veil,2R,CG4827-RA,36968
1638592_at,-0.161971426,8.138420628,-4.190999058,0.000448256,0.009783808,dnd,3R,CG6560-RA,42580
1641429_at,-0.275292165,6.304947261,-4.189752212,0.000449566,0.009787724,GstE2,2R,CG17523-RA,37107
1628985_a_at,0.13230205,9.439563697,4.188687643,0.000450688,0.009787724,Caki,3R,CG6703-RB,42567
1630885_at,-0.115878477,9.202572781,-4.188608627,0.000450771,0.009787724,Alr,X,CG12534-RA,32991
1632034_at,-0.130547645,8.45399484,-4.187498917,0.000451943,0.00979626,CG11737,3R,CG11737-RA,41009
1629692_at,-0.226641131,7.846676306,-4.186735164,0.000452752,0.009796896,CG15653,2R,CG15653-RA,37388
1632999_at,0.164958962,4.158492994,4.185659011,0.000453894,0.009804729,SIP3,X,CG15468-RA,31426
1627658_s_at,-0.213340158,7.220592705,-4.18290619,0.000456828,0.009834727,CG4995,2L,CG4995-RB,34390
1628049_at,-0.227796056,10.68621363,-4.182888172,0.000456847,0.009834727,CG15828,2L,CG15828-RA,34283
1626255_at,0.254862153,4.008368352,4.182151547,0.000457635,0.009834858,Gr61a,3L,CG13888-RA,38098
1638321_s_at,0.547651978,7.958530187,4.174303045,0.00046612,0.010000108,CG4847,2R,CG4847-RA,36973
1625487_at,-0.213183458,7.93722398,-4.171784548,0.000468876,0.010042097,CG6839,3L,CG6839-RA,40067
1624520_a_at,0.208091999,10.41072857,4.166490758,0.000474722,0.010150016,ftz-f1,3L,CG4059-RB,40045
1632337_at,-0.263525636,5.494902696,-4.164164677,0.000477314,0.010188105,Sur,2L,CG5772-RA,34350
1639528_at,-0.294875949,5.951399527,-4.158497034,0.000483689,0.010306672,NAAT1,X,CG3252-RA,31457
1627420_s_at,-0.16950187,7.604905771,-4.155984816,0.000486542,0.01034367,CG7702,3R,CG7702-RA,42242
1629542_at,-0.209518246,6.564234363,-4.155520609,0.000487071,0.01034367,CG31821,2L,CG31821-RA,34938
1641652_a_at,0.181036105,9.726176659,4.153126404,0.000489808,0.010384263,stet,3L,CG33166-RB,38169
1627101_at,0.156215069,10.39187527,4.14908731,0.000494461,0.010446849,scyl,3L,CG7590-RA,39270
1638929_at,0.23035521,9.756725052,4.148772632,0.000494826,0.010446849,CG8920,2R,CG8920-RA,37304
1625760_at,-0.367740104,7.969905715,-4.147750332,0.000496011,0.010446849,CG30272,2R,CG30272-RA,246519
1636847_s_at,0.207936999,10.28948091,4.147687603,0.000496084,0.010446849,Mkrn1,3L,CG7184-RA,44131
1626120_at,-0.154979815,6.868050823,-4.142679251,0.000501934,0.010552374,CG42238,2L,CG9266-RB,7354398
1640835_a_at,-0.130938468,12.23801098,-4.138542895,0.000506818,0.010637261,Gdh,3R,CG5320-RA,42832
1623180_a_at,0.1586965,5.206186798,4.134449058,0.000511699,0.010721794,Hr46,2R,CG33183-RC,36073
1624568_at,-0.335653176,5.760151673,-4.13182725,0.000514849,0.010755004,CG7985,3R,CG7985-RA,42178
1625129_at,-0.172434416,6.467809076,-4.131706413,0.000514995,0.010755004,CG1946,2R,CG1946-RA,35720
1631168_at,-0.231308212,7.898616725,-4.128260781,0.000519165,0.010813303,CG5687,3L,CG5687-RA,38255
1625004_at,0.109009852,11.31089664,4.127980324,0.000519506,0.010813303,CG18811,3L,CG18811-RA,59172
1627188_at,-0.24666788,6.031839438,-4.126461677,0.000521357,0.010833877,phm,X,CG6578-RA,32857
1630590_at,-0.292507771,7.77113141,-4.125729231,0.000522251,0.010834561,CG18417,3L,CG18417-RA,38829
1634895_s_at,0.104063108,10.23701764,4.123904472,0.000524487,0.010863017,Rab5,2L,CG3664-RB,33418
1630233_at,-0.148951302,11.25403911,-4.111109634,0.000540435,0.01117491,CG5399,3R,CG5399-RA,41900
1634064_at,-0.236137871,7.884111781,-4.103697552,0.000549894,0.011351838,CG13311,3L,CG13311-RA,39008
1629631_at,-0.139616252,4.025501186,-4.098620009,0.00055647,0.011468748,CG10853,3L,CG10853-RA,38465
1641206_at,0.233429802,8.697945367,4.093966862,0.000562565,0.011575386,sima,3R,CG7951-RA,43580
1632317_at,-0.169674669,10.24215146,-4.091103943,0.000566348,0.011634187,CG3036,2L,CG3036-RA,33695
1627436_s_at,0.424401053,8.281278212,4.088867572,0.00056932,0.011676178,Pdp1,3L,CG17888-RF,45588
1636979_at,0.24700621,5.916143533,4.085593006,0.000573702,0.011743026,CG7912,3R,CG7912-RA,43561
1641454_at,-0.193597082,9.03906361,-4.084340029,0.000575387,0.011743026,CG1461,X,CG1461-RA,32381
1639418_at,0.725924786,8.268791175,4.084281269,0.000575466,0.011743026,Acp65Aa,3L,CG10297-RA,38710
1641204_at,0.234029053,4.281126836,4.083650706,0.000576316,0.011743026,CG14864,3R,CG14864-RA,41846
1633675_at,-0.183667996,10.89121716,-4.082097483,0.000578416,0.011752985,CG30008,2R,CG30008-RA,246388
1641287_at,0.174735143,7.767599045,4.081761624,0.000578871,0.011752985,CG8301,3R,CG8301-RA,41160
1638114_at,-0.185297153,4.87204572,-4.081216644,0.00057961,0.011752985,CG13022,3L,CG13022-RA,39896
1623675_at,0.463923429,6.127140467,4.077339706,0.000584894,0.011841043,Obp99b,3R,CG7592-RA,43497
1627590_at,-0.143055149,10.53691869,-4.073530118,0.000590134,0.011927909,CG9336,2L,CG9336-RA,35355
1625271_at,-0.111537271,8.207398496,-4.072582418,0.000591444,0.011935213,CG15438,2L,CG15438-RA,33650
1635968_at,-0.356179243,7.115117813,-4.067691961,0.000598254,0.012053292,CG3604,2L,CG3604-RA,33593
1629688_at,0.189184796,5.531486852,4.063941095,0.000603531,0.012115594,Oseg4,3L,CG2069-RA,38219
1625052_at,-0.187658327,8.434842574,-4.063658132,0.000603931,0.012115594,CG5955,3L,CG5955-RA,40268
1622921_at,-0.125600646,9.536461695,-4.063440875,0.000604238,0.012115594,CG32022,3L,CG32022-RA,317826
1631358_at,-0.112948933,3.200817821,-4.062664765,0.000605337,0.012118299,CG32219,3L,CG32219-RA,317922
1628757_at,-0.136366022,5.253265979,-4.054297895,0.00061731,0.012338347,Glut1,3L,CG1086-RA,38109
1629027_at,-0.23470185,5.468024554,-4.051846098,0.000620863,0.012388398,CG14662,3R,CG14662-RA,40614
1638020_at,0.17191765,9.283328274,4.051212394,0.000621785,0.012388398,CG10467,3L,CG10467-RA,38697
1625044_at,-0.135527616,10.23317229,-4.045781656,0.00062974,0.012527042,CG8891,2L,CG8891-RA,33718
1626420_at,0.175093922,4.291648914,4.041257367,0.000636445,0.012640417,CG8563,3L,CG8563-RA,38826
1629981_at,-0.096226397,8.74960753,-4.039323081,0.000639333,0.012677753,LamC,2R,CG10119-RA,36615
1634978_at,-0.157998816,7.986103777,-4.03807332,0.000641206,0.012694873,CG13117,2L,CG13117-RA,34289
1624732_at,-0.221119206,8.719788293,-4.032756796,0.000649236,0.012824312,GstE5,2R,CG17527-RA,37110
1630229_at,-0.174628296,6.231193049,-4.032396138,0.000649784,0.012824312,CG9815,2R,CG9815-RA,37710
1623069_s_at,-0.139997093,9.369892695,-4.02848025,0.000655768,0.012922117,CG17544,2L,CG17544-RA,35213
1635321_at,-0.142023352,10.61226919,-4.025345797,0.000660597,0.012995058,CG14688,3R,CG14688-RA,41275
1625027_a_at,-0.156740197,8.941757573,-4.02421742,0.000662344,0.012995058,GXIVsPLA2,3L,CG17035-RB,39734
1641714_at,-0.175367184,9.656942696,-4.024071406,0.00066257,0.012995058,CG12338,2R,CG12338-RA,36128
1633862_at,-0.295978598,6.537692231,-4.023259724,0.00066383,0.012999491,CG12934,2R,CG12934-RA,36124
1630528_at,-0.255979037,8.278924616,-4.020927522,0.000667464,0.013050322,CG17751,3R,CG17751-RA,42336
1633576_s_at,0.204133713,10.24339468,4.01923979,0.000670106,0.013081633,CG1910,3R,CG1910-RB,43741
1623122_at,0.154528101,7.700583463,4.014239299,0.000677995,0.01318857,CG17294,2L,CG17294-RA,34155
1641535_at,-0.355002593,6.420058177,-4.014002996,0.00067837,0.01318857,CG9555,2L,CG9555-RA,34223
1622923_at,-0.248491481,4.396578185,-4.013775966,0.000678731,0.01318857,wrapper,2R,CG10382-RA,37555
1630741_s_at,-0.177957113,7.56015197,-4.011170542,0.000682883,0.013248766,PGRP-LB,3R,CG14704-RC,41379
1634218_at,0.114313426,10.06208314,4.006200157,0.000690873,0.013383143,CG17270,3R,CG17270-RA,42462
1641222_at,0.181561437,5.111260469,4.003525182,0.000695212,0.013446477,CG15142,2L,CG15142-RA,35059
1640924_a_at,-0.120467358,8.60133235,-4.00284262,0.000696324,0.013447287,CG3558,2L,CG3558-RA,48421
1638964_at,-0.150031467,8.688805697,-3.999025784,0.000702572,0.013547144,CG7800,3R,CG7800-RA,40963
1629857_at,-0.193770409,5.129614327,-3.992607964,0.000713205,0.013731103,CG10359,3L,CG10359-RA,38434
1630977_at,-0.139922589,7.199780716,-3.987758044,0.000721346,0.01386661,CG16771,2L,CG16771-RA,35218
1636784_at,0.576935643,3.643393769,3.985489887,0.000725185,0.013906162,Spn3,2L,CG9334-RA,49806
1637016_at,-0.163291857,6.396548404,-3.985236297,0.000725616,0.013906162,CG33324,3R,CG33324-RA,2768660
1624332_s_at,-0.199356965,8.622956976,-3.982936872,0.000729531,0.013959916,CG4098,3L,CG4098-RA,39854
1625338_at,-0.250034258,5.944261575,-3.98103182,0.000732791,0.014000981,Cyp4d20,3L,CG16761-RA,38311
1627839_at,-0.130821804,9.21918199,-3.976332484,0.000740894,0.014134324,CG2107,3L,CG2107-RA,38355
1634180_s_at,0.272257146,6.320632903,3.973788987,0.000745317,0.01419716,CG9664,2L,CG9664-RB,33540
1625671_at,0.193288799,8.78574631,3.96517603,0.000760491,0.014464287,lectin-37Db,2L,CG9978-RA,3346221
1630539_at,0.262405686,8.224104074,3.961986937,0.000766187,0.014542375,Topors,2R,CG15104-RA,37188
1635945_at,-0.212310344,6.33873537,-3.961583946,0.00076691,0.014542375,CG15394,2L,CG15394-RA,33446
1635999_at,-0.157598623,4.101431571,-3.960239781,0.000769326,0.014566216,Obp56b,2R,CG30129-RA,37265
1630255_at,-0.164453954,7.843061565,-3.954769035,0.000779237,0.014731686,CG31676,2L,CG31676-RA,35351
1634762_a_at,0.265272788,10.43387542,3.950882197,0.000786356,0.01484395,CG15096,2R,CG15096-RA,37170
1637411_s_at,0.185586974,8.195481132,3.950092366,0.000787811,0.014849111,Pur-alpha,4,CG1507-RA,43797
1636457_at,0.147541769,4.375788129,3.948034073,0.000791614,0.014875143,CG34292,3R,HDC15864,5740196
1626147_s_at,-0.116184157,10.55925131,-3.94780221,0.000792043,0.014875143,CPTI,2R,CG12891-RA,36109
1635390_s_at,0.157470784,10.80488178,3.947425664,0.000792741,0.014875143,CG9331,2L,CG9331-RB,35347
1629956_at,0.102365983,9.440944267,3.944655116,0.000797897,0.014949566,CG10098,3R,CG10098-RA,40851
1629098_at,-0.210258424,8.301615503,-3.942065707,0.000802745,0.015018026,CG7631,2L,CG7631-RA,34919
1640410_at,-0.27595104,4.307116965,-3.939749751,0.000807107,0.015077183,CG33459,2R,CG33459-RA,2768847
1632623_at,0.175423936,10.38070124,3.936276103,0.000813692,0.015177655,Cyt-b5-r,2L,CG13279-RA,35008
1641568_a_at,-0.115693126,10.40588169,-3.933443713,0.000819102,0.015201372,CG11790,3R,CG11790-RA,42999
1635365_at,0.119741378,9.055936364,3.933287943,0.0008194,0.015201372,CG5198,2L,CG5198-RA,34432
1633447_at,-0.186340253,8.911524665,-3.9332218,0.000819527,0.015201372,Mctp,2R,CG33146-RA,37165
1625685_at,-0.183558224,5.755409185,-3.933079335,0.0008198,0.015201372,Invadolysin,3R,CG3953-RA,49580
1632841_x_at,-0.126130873,3.285360432,-3.932346471,0.000821207,0.01520503,Hsp70Bc,3R,CG6489-RA,48583
1634866_at,0.130002249,10.12581935,3.929474808,0.000826742,0.015285007,CG4880,X,CG4880-RA,32680
1627265_at,0.135570786,8.084898184,3.922572473,0.000840199,0.015510995,CG9139,3L,CG9139-RA,38144
1637144_a_at,0.171633443,10.83058672,3.91792755,0.000849378,0.015657449,Map205,3R,CG1483-RA,43765
1626184_at,0.18377185,7.34573512,3.913088743,0.000859046,0.015812482,CG16978,2L,CG16978-RA,50446
1636923_a_at,0.142230482,11.07873993,3.911691795,0.000861857,0.015840806,CG11198,2R,CG11198-RA,35761
1630702_at,-0.191270955,4.495542556,-3.911073444,0.000863105,0.015840806,CG14590,2R,CG14590-RA,35538
1633599_a_at,-0.185119165,11.54997564,-3.910145468,0.00086498,0.015852083,Pepck,2R,CG17725-RB,37131
1626047_at,-0.239814167,4.501602661,-3.906202446,0.000872994,0.01597566,Ssl2,3R,CG11833-RA,43424
1638716_a_at,0.443075095,7.854189172,3.90263608,0.000880306,0.016086053,CG10725,3L,CG10725-RB,39510
1627078_at,-0.185793837,8.224837094,-3.900459807,0.000884798,0.016144667,Oatp58Dc,2R,CG3380-RA,37545
1639259_at,-0.138122093,8.606982568,-3.894849756,0.000896482,0.016299077,Egm,2R,CG9006-RA,36242
1627664_a_at,0.130306951,9.19841094,3.894540484,0.000897131,0.016299077,CG11178,X,CG11178-RA,32315
1625034_s_at,0.108273388,10.20248087,3.894531685,0.000897149,0.016299077,tacc,3R,CG9765-RA,40589
1623425_at,0.14820002,7.234014442,3.890955063,0.000904684,0.016407794,Buffy,2R,CG8238-RA,36251
1638729_at,0.141265029,8.492892711,3.89016154,0.000906365,0.016407794,CG8589,2R,CG8589-RA,36590
1627096_s_at,-0.220222879,5.345457469,-3.889838865,0.000907049,0.016407794,CG16778,2R,CG16778-RA,38007
1636682_at,-0.286156902,6.821374193,-3.888184229,0.000910565,0.016447735,CG31778,2L,CG31778-RA,261616
1638738_s_at,0.097640211,11.30394787,3.887554329,0.000911907,0.016448346,ced-6,2R,CG11804-RB,35971
1634503_at,-0.295836061,6.589308547,-3.883817768,0.00091991,0.016547343,CG15695,3R,CG15695-RA,42468
1630547_at,-0.144272289,7.173831884,-3.883762671,0.000920028,0.016547343,CG4723,3R,CG4723-RA,42700
1637439_at,-0.133649394,3.156804479,-3.879926155,0.000928318,0.016665382,CG14709,3R,CG14709-RA,41387
1628257_s_at,-0.091501934,11.74018183,-3.879500675,0.000929242,0.016665382,PHGPx,3L,CG12013-RB,38413
1628177_at,-0.417730732,6.746010627,-3.874392602,0.000940406,0.016841581,jhamt,2L,CG17330-RA,34977
1637249_at,-0.120703989,7.630056354,-3.87327642,0.000942864,0.016861569,CG10721,2L,CG10721-RA,35296
1625857_at,-0.131681753,9.633267501,-3.872115061,0.000945427,0.016883397,CG8451,2L,CG8451-RA,34117
1632636_at,-0.149324957,9.352712259,-3.871274153,0.000947288,0.016892626,CG2145,X,CG2145-RA,32027
1638630_at,0.115026886,7.936930638,3.870456273,0.000949101,0.016900984,CG1983,3R,CG1983-RA,43588
1629727_at,-0.133324834,3.632629381,-3.868701338,0.000953003,0.016941323,CG14258,3R,CG14258-RA,43260
1628839_at,-0.155648981,5.846480579,-3.868226495,0.000954061,0.016941323,CG17110,3R,CG17110-RA,42729
1640854_at,-0.191890954,8.580795032,-3.863875209,0.000963815,0.017090392,CG31248,3R,CG31248-RA,40853
1640540_at,-0.213533503,6.518175531,-3.862665519,0.000966545,0.01711465,CG30273,2R,CG30273-RA,246520
1624592_at,-0.11866238,8.219943985,-3.861007867,0.000970297,0.017156931,CG5188,2L,CG5188-RA,34428
1632373_s_at,0.114144179,9.410554379,3.856746274,0.000980011,0.017290347,CG34015,X,DM,3885570
1624305_at,-0.085189782,11.43949305,-3.856492313,0.000980593,0.017290347,Kr-h2,2L,CG9159-RA,33859
1629074_a_at,-0.214729078,7.926436676,-3.85567856,0.00098246,0.017299004,nxf2,3L,CG4118-RA,39843
1638685_at,0.096961805,12.84393026,3.853784965,0.000986818,0.017351438,CG40127,2R,CG40127-RA,3355016
1635498_at,0.266285006,10.71700066,3.852064149,0.000990795,0.017397036,CG9259,2L,CG9259-RA,35372
